"Step","0_sazut-tonat-dokabtofok - episodic_return","0_sazut-tonat-dokabtofok - episodic_return__MIN","0_sazut-tonat-dokabtofok - episodic_return__MAX"
"1460499","5","5","5"
"1460760","40","40","40"
"1460813","40","40","40"
"1460998","40","40","40"
"1462074","27","27","27"
"1462153","40","40","40"
"1462299","40","40","40"
"1463114","40","40","40"
"1463436","21","21","21"
"1464103","40","40","40"
"1464224","19","19","19"
"1464290","40","40","40"
"1464996","16","16","16"
"1465509","40","40","40"
"1466600","40","40","40"
"1466961","40","40","40"
"1467913","2","2","2"
"1468004","1","1","1"
"1468356","40","40","40"
"1468416","9","9","9"
"1468829","40","40","40"
"1469441","8","8","8"
"1470205","40","40","40"
"1470699","13","13","13"
"1470896","10","10","10"
"1473671","40","40","40"
"1475835","40","40","40"
"1476073","40","40","40"
"1476205","40","40","40"
"1476483","40","40","40"
"1479568","40","40","40"
"1480430","40","40","40"
"1480639","40","40","40"
"1481047","40","40","40"
"1481116","21","21","21"
"1482357","40","40","40"
"1483262","40","40","40"
"1483915","40","40","40"
"1484308","40","40","40"
"1484447","40","40","40"
"1484769","13","13","13"
"1484994","41","41","41"
"1485544","10","10","10"
"1485619","40","40","40"
"1487001","25","25","25"
"1489532","40","40","40"
"1489941","40","40","40"
"1491022","40","40","40"
"1492890","40","40","40"
"1493366","40","40","40"
"1495055","42","42","42"
"1495660","40","40","40"
"1496661","2","2","2"
"1497619","40","40","40"
"1497906","41","41","41"
"1498245","40","40","40"
"1498760","40","40","40"
"1498932","41","41","41"
"1499129","40","40","40"
"1499853","40","40","40"
"1499938","29","29","29"
"1500527","41","41","41"
"1502330","40","40","40"
"1502414","0","0","0"
"1502968","40","40","40"
"1503236","28","28","28"
"1503729","40","40","40"
"1504029","40","40","40"
"1504150","40","40","40"
"1507014","27","27","27"
"1508928","40","40","40"
"1509284","40","40","40"
"1510374","40","40","40"
"1510693","40","40","40"
"1510823","40","40","40"
"1510908","15","15","15"
"1511498","25","25","25"
"1511606","7","7","7"
"1511710","40","40","40"
"1512337","40","40","40"
"1512611","40","40","40"
"1512820","0","0","0"
"1513362","40","40","40"
"1513803","40","40","40"
"1515569","5","5","5"
"1515690","40","40","40"
"1516489","40","40","40"
"1516585","40","40","40"
"1516847","9","9","9"
"1517249","40","40","40"
"1519853","40","40","40"
"1519948","40","40","40"
"1520280","40","40","40"
"1520555","40","40","40"
"1521798","9","9","9"
"1522908","40","40","40"
"1524584","40","40","40"
"1525053","40","40","40"
"1526484","40","40","40"
"1526873","40","40","40"
"1527687","40","40","40"
"1529151","40","40","40"
"1529475","40","40","40"
"1531372","24","24","24"
"1531728","40","40","40"
"1532345","40","40","40"
"1532578","40","40","40"
"1533535","40","40","40"
"1534008","21","21","21"
"1534501","9","9","9"
"1536181","40","40","40"
"1536655","40","40","40"
"1537047","40","40","40"
"1537697","40","40","40"
"1538075","40","40","40"
"1538437","40","40","40"
"1538829","40","40","40"
"1539290","40","40","40"
"1539510","15","15","15"
"1539528","40","40","40"
"1540731","40","40","40"
"1541751","41","41","41"
"1542173","40","40","40"
"1542768","7","7","7"
"1543140","40","40","40"
"1543234","40","40","40"
"1544357","5","5","5"
"1544403","40","40","40"
"1544592","4","4","4"
"1544796","17","17","17"
"1545395","40","40","40"
"1547540","7","7","7"
"1547694","40","40","40"
"1549295","40","40","40"
"1549362","40","40","40"
"1549384","0","0","0"
"1549668","4","4","4"
"1550951","40","40","40"
"1551051","40","40","40"
"1551139","40","40","40"
"1552022","40","40","40"
"1555060","40","40","40"
"1555327","14","14","14"
"1555386","40","40","40"
"1555505","40","40","40"
"1556041","40","40","40"
"1556292","40","40","40"
"1556748","40","40","40"
"1556810","40","40","40"
"1557674","40","40","40"
"1558208","40","40","40"
"1558854","40","40","40"
"1559083","40","40","40"
"1559518","40","40","40"
"1559794","6","6","6"
"1561153","40","40","40"
"1561272","18","18","18"
"1561553","40","40","40"
"1561725","40","40","40"
"1563071","2","2","2"
"1563750","40","40","40"
"1564260","5","5","5"
"1564675","16","16","16"
"1565767","40","40","40"
"1565896","5","5","5"
"1565996","40","40","40"
"1566344","0","0","0"
"1567228","40","40","40"
"1567725","40","40","40"
"1567893","40","40","40"
"1568544","40","40","40"
"1568751","4","4","4"
"1568873","40","40","40"
"1569249","18","18","18"
"1569520","23","23","23"
"1570520","40","40","40"
"1572434","40","40","40"
"1572597","40","40","40"
"1573151","40","40","40"
"1573258","8","8","8"
"1574148","7","7","7"
"1574551","40","40","40"
"1574617","42","42","42"
"1575643","40","40","40"
"1575949","40","40","40"
"1578893","0","0","0"
"1580409","40","40","40"
"1582661","40","40","40"
"1582812","40","40","40"
"1583623","6","6","6"
"1583731","40","40","40"
"1583827","40","40","40"
"1584144","40","40","40"
"1585871","40","40","40"
"1586295","40","40","40"
"1586818","40","40","40"
"1587866","40","40","40"
"1588286","40","40","40"
"1588770","40","40","40"
"1589863","40","40","40"
"1590358","40","40","40"
"1591270","20","20","20"
"1591363","15","15","15"
"1593861","3","3","3"
"1594220","40","40","40"
"1594766","40","40","40"
"1595421","40","40","40"
"1595915","40","40","40"
"1596142","40","40","40"
"1596411","40","40","40"
"1596812","40","40","40"
"1597888","40","40","40"
"1598516","40","40","40"
"1598582","40","40","40"
"1598955","40","40","40"
"1599354","40","40","40"
"1600015","11","11","11"
"1601029","0","0","0"
"1603583","40","40","40"
"1604052","40","40","40"
"1604617","40","40","40"
"1604909","40","40","40"
"1605313","40","40","40"
"1605437","40","40","40"
"1606449","40","40","40"
"1606491","12","12","12"
"1606712","40","40","40"
"1607188","1","1","1"
"1607711","40","40","40"
"1607972","40","40","40"
"1608114","40","40","40"
"1608170","40","40","40"
"1608326","40","40","40"
"1609953","40","40","40"
"1610409","40","40","40"
"1610584","40","40","40"
"1612062","40","40","40"
"1613295","40","40","40"
"1616068","40","40","40"
"1617077","19","19","19"
"1617753","40","40","40"
"1618001","40","40","40"
"1618144","40","40","40"
"1618253","40","40","40"
"1619463","40","40","40"
"1620245","40","40","40"
"1620499","40","40","40"
"1620744","40","40","40"
"1622487","40","40","40"
"1622610","40","40","40"
"1623484","40","40","40"
"1623632","40","40","40"
"1624505","40","40","40"
"1626140","40","40","40"
"1626634","40","40","40"
"1627009","14","14","14"
"1627394","40","40","40"
"1627559","40","40","40"
"1627939","40","40","40"
"1628734","40","40","40"
"1629237","4","4","4"
"1629763","40","40","40"
"1629883","40","40","40"
"1630186","3","3","3"
"1631688","5","5","5"
"1631830","40","40","40"
"1632782","40","40","40"
"1633053","40","40","40"
"1633691","40","40","40"
"1634734","40","40","40"
"1634778","40","40","40"
"1635052","40","40","40"
"1635874","40","40","40"
"1636659","40","40","40"
"1637027","4","4","4"
"1638452","40","40","40"
"1640356","20","20","20"
"1640427","40","40","40"
"1643382","40","40","40"
"1644029","40","40","40"
"1645157","40","40","40"
"1647308","41","41","41"
"1647782","40","40","40"
"1647903","40","40","40"
"1648186","40","40","40"
"1648365","40","40","40"
"1648745","20","20","20"
"1650226","40","40","40"
"1650695","41","41","41"
"1652783","40","40","40"
"1653001","40","40","40"
"1653387","40","40","40"
"1653509","40","40","40"
"1653662","40","40","40"
"1654161","40","40","40"
"1654407","0","0","0"
"1654625","40","40","40"
"1655058","25","25","25"
"1655876","40","40","40"
"1656408","40","40","40"
"1656704","40","40","40"
"1657803","2","2","2"
"1658502","40","40","40"
"1658639","40","40","40"
"1658879","40","40","40"
"1661041","40","40","40"
"1661212","40","40","40"
"1661265","1","1","1"
"1661589","40","40","40"
"1662049","6","6","6"
"1663129","40","40","40"
"1663609","40","40","40"
"1663784","40","40","40"
"1663959","40","40","40"
"1664660","40","40","40"
"1664915","40","40","40"
"1666212","13","13","13"
"1666701","40","40","40"
"1668668","40","40","40"
"1669199","2","2","2"
"1670064","40","40","40"
"1670160","40","40","40"
"1671014","9","9","9"
"1671075","17","17","17"
"1671958","40","40","40"
"1672071","11","11","11"
"1672136","40","40","40"
"1673034","40","40","40"
"1673399","40","40","40"
"1673831","40","40","40"
"1674793","12","12","12"
"1675187","40","40","40"
"1675406","40","40","40"
"1675770","16","16","16"
"1676637","40","40","40"
"1677122","40","40","40"
"1678235","40","40","40"
"1678634","40","40","40"
"1679669","40","40","40"
"1679723","40","40","40"
"1681718","40","40","40"
"1682875","40","40","40"
"1682980","5","5","5"
"1683277","10","10","10"
"1683329","40","40","40"
"1683685","40","40","40"
"1683907","40","40","40"
"1684613","40","40","40"
"1685184","12","12","12"
"1688286","40","40","40"
"1688364","26","26","26"
"1689838","40","40","40"
"1690002","40","40","40"
"1690165","3","3","3"
"1690587","8","8","8"
"1691695","40","40","40"
"1692428","40","40","40"
"1693236","40","40","40"
"1693885","40","40","40"
"1694253","40","40","40"
"1695050","14","14","14"
"1695708","40","40","40"
"1697148","10","10","10"
"1698289","40","40","40"
"1698495","40","40","40"
"1698887","19","19","19"
"1699279","22","22","22"
"1700146","40","40","40"
"1700164","40","40","40"
"1700280","40","40","40"
"1700729","40","40","40"
"1701001","40","40","40"
"1701343","40","40","40"
"1702159","0","0","0"
"1702356","40","40","40"
"1702609","40","40","40"
"1702689","40","40","40"
"1704474","40","40","40"
"1705291","40","40","40"
"1706419","20","20","20"
"1708272","18","18","18"
"1708761","40","40","40"
"1709144","40","40","40"
"1709597","40","40","40"
"1710007","40","40","40"
"1710406","40","40","40"
"1711496","40","40","40"
"1711702","40","40","40"
"1711785","40","40","40"
"1712021","40","40","40"
"1712083","40","40","40"
"1712647","3","3","3"
"1713347","15","15","15"
"1713885","0","0","0"
"1714850","40","40","40"
"1715434","40","40","40"
"1715985","2","2","2"
"1716670","40","40","40"
"1717514","9","9","9"
"1718694","40","40","40"
"1719120","40","40","40"
"1720105","5","5","5"
"1720314","40","40","40"
"1720484","41","41","41"
"1720744","40","40","40"
"1720966","5","5","5"
"1722678","40","40","40"
"1724621","40","40","40"
"1724882","40","40","40"
"1725411","1","1","1"
"1726282","1","1","1"
"1727963","40","40","40"
"1728224","10","10","10"
"1728891","40","40","40"
"1728897","40","40","40"
"1731799","19","19","19"
"1732552","11","11","11"
"1733582","40","40","40"
"1733733","40","40","40"
"1734021","40","40","40"
"1734581","40","40","40"
"1734770","40","40","40"
"1734878","40","40","40"
"1734912","40","40","40"
"1735083","40","40","40"
"1736137","15","15","15"
"1736732","40","40","40"
"1737657","40","40","40"
"1739788","40","40","40"
"1740287","40","40","40"
"1740354","40","40","40"
"1741620","40","40","40"
"1741636","40","40","40"
"1741756","40","40","40"
"1742677","40","40","40"
"1742881","40","40","40"
"1742957","40","40","40"
"1743726","40","40","40"
"1744824","40","40","40"
"1745533","40","40","40"
"1747078","17","17","17"
"1747365","5","5","5"
"1748575","40","40","40"
"1748619","40","40","40"
"1749427","40","40","40"
"1749615","1","1","1"
"1749657","40","40","40"
"1750602","7","7","7"
"1751502","9","9","9"
"1752715","1","1","1"
"1753271","40","40","40"
"1753648","40","40","40"
"1753752","40","40","40"
"1754417","40","40","40"
"1754617","4","4","4"
"1754714","40","40","40"
"1754845","40","40","40"
"1755667","40","40","40"
"1759290","40","40","40"
"1759844","40","40","40"
"1761833","40","40","40"
"1761890","40","40","40"
"1762257","40","40","40"
"1762494","28","28","28"
"1762703","40","40","40"
"1763630","4","4","4"
"1763725","40","40","40"
"1764039","40","40","40"
"1765396","40","40","40"
"1765672","40","40","40"
"1766422","40","40","40"
"1766593","40","40","40"
"1767570","40","40","40"
"1767747","40","40","40"
"1768170","40","40","40"
"1770139","40","40","40"
"1771574","40","40","40"
"1771875","40","40","40"
"1773317","40","40","40"
"1773854","23","23","23"
"1773904","40","40","40"
"1774590","4","4","4"
"1774652","40","40","40"
"1774728","40","40","40"
"1775212","40","40","40"
"1775575","40","40","40"
"1776858","10","10","10"
"1779788","40","40","40"
"1780188","40","40","40"
"1781048","40","40","40"
"1781318","40","40","40"
"1781380","40","40","40"
"1781883","40","40","40"
"1783520","40","40","40"
"1786066","7","7","7"
"1786855","40","40","40"
"1787901","40","40","40"
"1787968","40","40","40"
"1788186","4","4","4"
"1788287","40","40","40"
"1788299","40","40","40"
"1788999","7","7","7"
"1789605","40","40","40"
"1789748","40","40","40"
"1792159","40","40","40"
"1794141","40","40","40"
"1794634","40","40","40"
"1794731","40","40","40"
"1794904","16","16","16"
"1795514","40","40","40"
"1796849","40","40","40"
"1796866","40","40","40"
"1797897","40","40","40"
"1798248","16","16","16"
"1798505","40","40","40"
"1798898","40","40","40"
"1799189","40","40","40"
"1800212","40","40","40"
"1800984","1","1","1"
"1801505","40","40","40"
"1801611","9","9","9"
"1802598","40","40","40"
"1802902","40","40","40"
"1803556","40","40","40"
"1804947","40","40","40"
"1805251","40","40","40"
"1805709","40","40","40"
"1806398","40","40","40"
"1806575","40","40","40"
"1806792","40","40","40"
"1807991","41","41","41"
"1808237","40","40","40"
"1808380","40","40","40"
"1809793","40","40","40"
"1810056","1","1","1"
"1811434","40","40","40"
"1811614","40","40","40"
"1811812","1","1","1"
"1811886","40","40","40"
"1812711","11","11","11"
"1814017","0","0","0"
"1814178","40","40","40"
"1814617","40","40","40"
"1816178","9","9","9"
"1816710","40","40","40"
"1818071","40","40","40"
"1818604","40","40","40"
"1818764","40","40","40"
"1819088","40","40","40"
"1820093","40","40","40"
"1821667","3","3","3"
"1822162","40","40","40"
"1822222","40","40","40"
"1822517","40","40","40"
"1823051","15","15","15"
"1823431","20","20","20"
"1823801","40","40","40"
"1824271","40","40","40"
"1824624","41","41","41"
"1825107","13","13","13"
"1825297","5","5","5"
"1825499","28","28","28"
"1826976","40","40","40"
"1828117","12","12","12"
"1828572","40","40","40"
"1829888","40","40","40"
"1830687","40","40","40"
"1830789","40","40","40"
"1830938","40","40","40"
"1831300","40","40","40"
"1831518","9","9","9"
"1832588","8","8","8"
"1832834","40","40","40"
"1834168","40","40","40"
"1834347","40","40","40"
"1836790","40","40","40"
"1837286","15","15","15"
"1837885","9","9","9"
"1838055","16","16","16"
"1838410","40","40","40"
"1838541","22","22","22"
"1839653","40","40","40"
"1840216","40","40","40"
"1840680","40","40","40"
"1841009","40","40","40"
"1841309","40","40","40"
"1842051","9","9","9"
"1843412","40","40","40"
"1844513","40","40","40"
"1844571","10","10","10"
"1844713","40","40","40"
"1846378","40","40","40"
"1846512","13","13","13"
"1847049","40","40","40"
"1847432","40","40","40"
"1848124","40","40","40"
"1848723","11","11","11"
"1849150","15","15","15"
"1852531","19","19","19"
"1852655","40","40","40"
"1852869","13","13","13"
"1852929","40","40","40"
"1853385","2","2","2"
"1853771","40","40","40"
"1853879","40","40","40"
"1854074","40","40","40"
"1854328","9","9","9"
"1854342","40","40","40"
"1854567","2","2","2"
"1855685","0","0","0"
"1856531","0","0","0"
"1856956","3","3","3"
"1857369","40","40","40"
"1857582","40","40","40"
"1857724","0","0","0"
"1858018","40","40","40"
"1859239","1","1","1"
"1860483","9","9","9"
"1860932","40","40","40"
"1862130","40","40","40"
"1862440","9","9","9"
"1862928","40","40","40"
"1863057","23","23","23"
"1864447","4","4","4"
"1864548","40","40","40"
"1865047","40","40","40"
"1865106","40","40","40"
"1866901","40","40","40"
"1867257","25","25","25"
"1867616","40","40","40"
"1868268","40","40","40"
"1869464","18","18","18"
"1870223","40","40","40"
"1871872","40","40","40"
"1872156","40","40","40"
"1872460","40","40","40"
"1873543","40","40","40"
"1874022","40","40","40"
"1874356","40","40","40"
"1874527","40","40","40"
"1875038","40","40","40"
"1876046","40","40","40"
"1877661","40","40","40"
"1880393","21","21","21"
"1880642","40","40","40"
"1881677","40","40","40"
"1883819","40","40","40"
"1883939","1","1","1"
"1884122","40","40","40"
"1885147","40","40","40"
"1885336","11","11","11"
"1887145","40","40","40"
"1887263","7","7","7"
"1889395","40","40","40"
"1889573","40","40","40"
"1889713","40","40","40"
"1889948","8","8","8"
"1891255","40","40","40"
"1891375","40","40","40"
"1893844","40","40","40"
"1894037","40","40","40"
"1894263","0","0","0"
"1894282","40","40","40"
"1897302","40","40","40"
"1897954","23","23","23"
"1898305","40","40","40"
"1898629","40","40","40"
"1900810","3","3","3"
"1900909","40","40","40"
"1901617","7","7","7"
"1901715","40","40","40"
"1902113","40","40","40"
"1902510","40","40","40"
"1902539","40","40","40"
"1903285","40","40","40"
"1903496","40","40","40"
"1903672","40","40","40"
"1904368","40","40","40"
"1904390","40","40","40"
"1906009","40","40","40"
"1906052","40","40","40"
"1906303","40","40","40"
"1906792","40","40","40"
"1907286","9","9","9"
"1907409","10","10","10"
"1908412","40","40","40"
"1908722","40","40","40"
"1909952","40","40","40"
"1910734","40","40","40"
"1911308","40","40","40"
"1911557","7","7","7"
"1912618","40","40","40"
"1912871","40","40","40"
"1913746","40","40","40"
"1914464","40","40","40"
"1915084","0","0","0"
"1915332","4","4","4"
"1915907","40","40","40"
"1917478","40","40","40"
"1917612","40","40","40"
"1918115","40","40","40"
"1918841","40","40","40"
"1919003","40","40","40"
"1920279","40","40","40"
"1921885","40","40","40"
"1922020","40","40","40"
"1922061","8","8","8"
"1922190","5","5","5"
"1922853","40","40","40"
"1923079","40","40","40"
"1924662","18","18","18"
"1925336","40","40","40"
"1925812","40","40","40"
"1926003","40","40","40"
"1926018","40","40","40"
"1926096","40","40","40"
"1927838","40","40","40"
"1928159","40","40","40"
"1928633","2","2","2"
"1928678","4","4","4"
"1929803","22","22","22"
"1930505","41","41","41"
"1931674","40","40","40"
"1931727","40","40","40"
"1931835","29","29","29"
"1933849","19","19","19"
"1934896","14","14","14"
"1935443","40","40","40"
"1936235","40","40","40"
"1936916","40","40","40"
"1937436","1","1","1"
"1938487","40","40","40"
"1939503","40","40","40"
"1939581","40","40","40"
"1941640","40","40","40"
"1942277","14","14","14"
"1942633","40","40","40"
"1943285","40","40","40"
"1943922","40","40","40"
"1944170","22","22","22"
"1945663","40","40","40"
"1947225","4","4","4"
"1948181","40","40","40"
"1948298","41","41","41"
"1948526","40","40","40"
"1948897","40","40","40"
"1949894","40","40","40"
"1950842","40","40","40"
"1951680","40","40","40"
"1951889","40","40","40"
"1952001","40","40","40"
"1953335","10","10","10"
"1954018","40","40","40"
"1955576","40","40","40"
"1955869","40","40","40"
"1956214","40","40","40"
"1956246","40","40","40"
"1956988","40","40","40"
"1957348","40","40","40"
"1957714","40","40","40"
"1958641","40","40","40"
"1958755","40","40","40"
"1958824","40","40","40"
"1960110","11","11","11"
"1960940","40","40","40"
"1961440","40","40","40"
"1962015","40","40","40"
"1963431","40","40","40"
"1964247","40","40","40"
"1964935","40","40","40"
"1965577","12","12","12"
"1965805","40","40","40"
"1966788","40","40","40"
"1967342","7","7","7"
"1967372","40","40","40"
"1967566","40","40","40"
"1968734","40","40","40"
"1969894","18","18","18"
"1970579","40","40","40"
"1970800","40","40","40"
"1970956","1","1","1"
"1971882","14","14","14"
"1974607","40","40","40"
"1975618","40","40","40"
"1976323","40","40","40"
"1976495","40","40","40"
"1976805","40","40","40"
"1977391","0","0","0"
"1978932","40","40","40"
"1979225","40","40","40"
"1979419","40","40","40"
"1979487","9","9","9"
"1979723","40","40","40"
"1979789","40","40","40"
"1979984","40","40","40"
"1980184","40","40","40"
"1980469","40","40","40"
"1981353","40","40","40"
"1981536","8","8","8"
"1982812","40","40","40"
"1984125","40","40","40"
"1985138","40","40","40"
"1985327","3","3","3"
"1986197","40","40","40"
"1986670","12","12","12"
"1987553","40","40","40"
"1987860","40","40","40"
"1987938","40","40","40"
"1988139","40","40","40"
"1989510","40","40","40"
"1990116","40","40","40"
"1990538","40","40","40"
"1990657","40","40","40"
"1991493","40","40","40"
"1991868","40","40","40"
"1992121","40","40","40"
"1992561","24","24","24"
"1993480","40","40","40"
"1994792","40","40","40"
"1997631","40","40","40"
"1998457","2","2","2"
"1998840","40","40","40"
"1998967","40","40","40"
"1999299","13","13","13"
"2002313","40","40","40"
"2002878","40","40","40"
"2003123","40","40","40"
"2003136","40","40","40"
"2003217","40","40","40"
"2003294","40","40","40"
"2003590","8","8","8"
"2004310","40","40","40"
"2004711","40","40","40"
"2005680","40","40","40"
"2006051","40","40","40"
"2006284","40","40","40"
"2007703","40","40","40"
"2007939","1","1","1"
"2009709","40","40","40"
"2010052","40","40","40"
"2010294","40","40","40"
"2010763","40","40","40"
"2011474","40","40","40"
"2012396","40","40","40"
"2013179","28","28","28"
"2013319","40","40","40"
"2014126","16","16","16"
"2014606","40","40","40"
"2014991","40","40","40"
"2015322","40","40","40"
"2015462","40","40","40"
"2015891","40","40","40"
"2016677","40","40","40"
"2016859","40","40","40"
"2017565","40","40","40"
"2018215","7","7","7"
"2018896","40","40","40"
"2020650","40","40","40"
"2021236","40","40","40"
"2022681","40","40","40"
"2023309","40","40","40"
"2023712","40","40","40"
"2024737","40","40","40"
"2024789","40","40","40"
"2025880","40","40","40"
"2026140","40","40","40"
"2027762","40","40","40"
"2028149","40","40","40"
"2029919","40","40","40"
"2030786","40","40","40"
"2031074","40","40","40"
"2031425","40","40","40"
"2033226","40","40","40"
"2033771","40","40","40"
"2034331","6","6","6"
"2034952","40","40","40"
"2035263","40","40","40"
"2036477","40","40","40"
"2037423","40","40","40"
"2037760","40","40","40"
"2037972","40","40","40"
"2039865","40","40","40"
"2040104","40","40","40"
"2040767","3","3","3"
"2041143","40","40","40"
"2041804","40","40","40"
"2042449","40","40","40"
"2042588","8","8","8"
"2043735","40","40","40"
"2044126","40","40","40"
"2044531","40","40","40"
"2044836","40","40","40"
"2045432","40","40","40"
"2045446","40","40","40"
"2045861","40","40","40"
"2046191","1","1","1"
"2046563","40","40","40"
"2047422","40","40","40"
"2047482","40","40","40"
"2047990","40","40","40"
"2049348","40","40","40"
"2049607","40","40","40"
"2050006","40","40","40"
"2051255","4","4","4"
"2052357","40","40","40"
"2052923","40","40","40"
"2053094","40","40","40"
"2053232","40","40","40"
"2055241","40","40","40"
"2056172","40","40","40"
"2056210","40","40","40"
"2056750","40","40","40"
"2057063","40","40","40"
"2057124","7","7","7"
"2057803","27","27","27"
"2058046","6","6","6"
"2058511","40","40","40"
"2059626","25","25","25"
"2060181","40","40","40"
"2060449","40","40","40"
"2061776","40","40","40"
"2062302","9","9","9"
"2064329","6","6","6"
"2064536","40","40","40"
"2064845","40","40","40"
"2064951","3","3","3"
"2065416","40","40","40"
"2065923","40","40","40"
"2065998","40","40","40"
"2066195","40","40","40"
"2066658","40","40","40"
"2067993","40","40","40"
"2070132","40","40","40"
"2071463","8","8","8"
"2072010","40","40","40"
"2072425","41","41","41"
"2074628","7","7","7"
"2075373","40","40","40"
"2076058","40","40","40"
"2077490","40","40","40"
"2078161","40","40","40"
"2078466","40","40","40"
"2078961","40","40","40"
"2079199","40","40","40"
"2079929","40","40","40"
"2079979","40","40","40"
"2081507","40","40","40"
"2081548","40","40","40"
"2082305","40","40","40"
"2083549","40","40","40"
"2083837","40","40","40"
"2083858","17","17","17"
"2084809","11","11","11"
"2085174","40","40","40"
"2085420","40","40","40"
"2085690","40","40","40"
"2085824","40","40","40"
"2086309","40","40","40"
"2086486","40","40","40"
"2087206","22","22","22"
"2087471","40","40","40"
"2087515","40","40","40"
"2087644","40","40","40"
"2087743","40","40","40"
"2088296","40","40","40"
"2089489","8","8","8"
"2090068","40","40","40"
"2091031","40","40","40"
"2092580","40","40","40"
"2093510","40","40","40"
"2093755","40","40","40"
"2094142","40","40","40"
"2094890","40","40","40"
"2096264","40","40","40"
"2097409","4","4","4"
"2098373","40","40","40"
"2099373","18","18","18"
"2099470","40","40","40"
"2099979","40","40","40"
"2100208","40","40","40"
"2101441","1","1","1"
"2103221","13","13","13"
"2103342","40","40","40"
"2103383","4","4","4"
"2103951","40","40","40"
"2104021","40","40","40"
"2104080","40","40","40"
"2104252","40","40","40"
"2104263","40","40","40"
"2104546","40","40","40"
"2105015","40","40","40"
"2106232","40","40","40"
"2107075","40","40","40"
"2107297","40","40","40"
"2107725","40","40","40"
"2108199","40","40","40"
"2110291","40","40","40"
"2110644","40","40","40"
"2110922","40","40","40"
"2112664","41","41","41"
"2113182","40","40","40"
"2113632","40","40","40"
"2114598","40","40","40"
"2114649","40","40","40"
"2115739","17","17","17"
"2115889","40","40","40"
"2118710","40","40","40"
"2119428","26","26","26"
"2120351","40","40","40"
"2120940","14","14","14"
"2122050","40","40","40"
"2123305","40","40","40"
"2123705","40","40","40"
"2124651","40","40","40"
"2124890","40","40","40"
"2128365","40","40","40"
"2128611","40","40","40"
"2128777","40","40","40"
"2128989","40","40","40"
"2130130","40","40","40"
"2131378","40","40","40"
"2131411","19","19","19"
"2131688","40","40","40"
"2132219","40","40","40"
"2133567","40","40","40"
"2134216","40","40","40"
"2134429","0","0","0"
"2135238","40","40","40"
"2135859","24","24","24"
"2136086","40","40","40"
"2136577","40","40","40"
"2136716","40","40","40"
"2136879","40","40","40"
"2137060","40","40","40"
"2137684","40","40","40"
"2139349","16","16","16"
"2140106","22","22","22"
"2140208","40","40","40"
"2141108","21","21","21"
"2141144","21","21","21"
"2141285","40","40","40"
"2141822","40","40","40"
"2142560","21","21","21"
"2142762","40","40","40"
"2143799","40","40","40"
"2143953","40","40","40"
"2144074","0","0","0"
"2144205","40","40","40"
"2144640","40","40","40"
"2146082","40","40","40"
"2148124","40","40","40"
"2149135","23","23","23"
"2149381","40","40","40"
"2149520","40","40","40"
"2149979","40","40","40"
"2150648","40","40","40"
"2150716","40","40","40"
"2150962","8","8","8"
"2151051","40","40","40"
"2151527","40","40","40"
"2152481","40","40","40"
"2152583","40","40","40"
"2152816","7","7","7"
"2153104","0","0","0"
"2153518","40","40","40"
"2154707","14","14","14"
"2155287","40","40","40"
"2156814","40","40","40"
"2157105","41","41","41"
"2157315","40","40","40"
"2158596","40","40","40"
"2160414","40","40","40"
"2162969","40","40","40"
"2163756","40","40","40"
"2164127","40","40","40"
"2164779","40","40","40"
"2165720","11","11","11"
"2166018","23","23","23"
"2168392","40","40","40"
"2168813","40","40","40"
"2169168","8","8","8"
"2169264","11","11","11"
"2170305","41","41","41"
"2170921","25","25","25"
"2171674","40","40","40"
"2171894","40","40","40"
"2172050","40","40","40"
"2172136","40","40","40"
"2172345","40","40","40"
"2172582","4","4","4"
"2173115","40","40","40"
"2173626","40","40","40"
"2174077","40","40","40"
"2174753","19","19","19"
"2174857","40","40","40"
"2175587","40","40","40"
"2176932","40","40","40"
"2177485","40","40","40"
"2177556","28","28","28"
"2179189","18","18","18"
"2179621","40","40","40"
"2179733","40","40","40"
"2179916","40","40","40"
"2180535","40","40","40"
"2180829","40","40","40"
"2181812","40","40","40"
"2181916","18","18","18"
"2182304","40","40","40"
"2182911","40","40","40"
"2183550","40","40","40"
"2184983","15","15","15"
"2185774","40","40","40"
"2185954","40","40","40"
"2187345","40","40","40"
"2187776","40","40","40"
"2188102","40","40","40"
"2188335","40","40","40"
"2189985","3","3","3"
"2191943","40","40","40"
"2192901","40","40","40"
"2193194","40","40","40"
"2194442","40","40","40"
"2194627","40","40","40"
"2194718","40","40","40"
"2195275","40","40","40"
"2196860","40","40","40"
"2197991","20","20","20"
"2199021","18","18","18"
"2199346","40","40","40"
"2199451","40","40","40"
"2203249","40","40","40"
"2203982","40","40","40"
"2204303","40","40","40"
"2205172","11","11","11"
"2205977","40","40","40"
"2206030","0","0","0"
"2207006","1","1","1"
"2207428","40","40","40"
"2208584","40","40","40"
"2209712","40","40","40"
"2209755","5","5","5"
"2210335","40","40","40"
"2211005","40","40","40"
"2211414","40","40","40"
"2211627","40","40","40"
"2211881","19","19","19"
"2211963","40","40","40"
"2212005","40","40","40"
"2212307","40","40","40"
"2212994","40","40","40"
"2213381","10","10","10"
"2214199","22","22","22"
"2214738","40","40","40"
"2215541","40","40","40"
"2216781","40","40","40"
"2217304","40","40","40"
"2217440","40","40","40"
"2218517","40","40","40"
"2219664","40","40","40"
