"Step","14_sazut-tonat-munobhasaz - episodic_return","14_sazut-tonat-munobhasaz - episodic_return__MIN","14_sazut-tonat-munobhasaz - episodic_return__MAX"
"3097550","15","15","15"
"3097958","12","12","12"
"3098291","3","3","3"
"3098364","6","6","6"
"3099916","10","10","10"
"3100225","2","2","2"
"3101008","1","1","1"
"3102093","11","11","11"
"3102341","4","4","4"
"3102614","5","5","5"
"3102778","7","7","7"
"3103119","14","14","14"
"3103170","6","6","6"
"3103763","2","2","2"
"3103860","2","2","2"
"3104434","4","4","4"
"3104495","8","8","8"
"3104814","11","11","11"
"3105022","5","5","5"
"3105368","11","11","11"
"3105452","10","10","10"
"3105684","6","6","6"
"3106080","5","5","5"
"3106294","2","2","2"
"3106374","2","2","2"
"3107121","7","7","7"
"3107876","13","13","13"
"3108053","18","18","18"
"3109127","2","2","2"
"3109341","11","11","11"
"3110025","6","6","6"
"3111050","3","3","3"
"3111360","2","2","2"
"3112249","4","4","4"
"3112914","3","3","3"
"3113057","9","9","9"
"3113193","1","1","1"
"3114173","5","5","5"
"3114466","1","1","1"
"3114555","6","6","6"
"3116067","10","10","10"
"3116216","7","7","7"
"3116232","7","7","7"
"3117144","2","2","2"
"3117360","15","15","15"
"3118095","1","1","1"
"3118711","3","3","3"
"3119326","7","7","7"
"3119452","11","11","11"
"3119783","3","3","3"
"3120409","3","3","3"
"3120667","19","19","19"
"3121142","2","2","2"
"3122090","11","11","11"
"3122227","4","4","4"
"3122256","5","5","5"
"3122607","6","6","6"
"3122860","3","3","3"
"3122942","2","2","2"
"3123211","11","11","11"
"3123423","15","15","15"
"3123752","5","5","5"
"3123990","4","4","4"
"3124133","7","7","7"
"3124500","1","1","1"
"3124553","0","0","0"
"3125818","5","5","5"
"3126701","7","7","7"
"3127138","4","4","4"
"3127943","5","5","5"
"3128252","10","10","10"
"3128277","2","2","2"
"3128513","7","7","7"
"3128939","9","9","9"
"3129329","6","6","6"
"3129574","10","10","10"
"3131492","7","7","7"
"3131532","9","9","9"
"3131872","9","9","9"
"3132483","10","10","10"
"3132819","6","6","6"
"3133049","5","5","5"
"3133265","17","17","17"
"3133454","12","12","12"
"3134133","10","10","10"
"3134263","2","2","2"
"3134697","6","6","6"
"3134749","4","4","4"
"3135418","1","1","1"
"3135807","9","9","9"
"3136888","2","2","2"
"3136957","4","4","4"
"3137092","9","9","9"
"3138074","14","14","14"
"3139528","3","3","3"
"3140183","13","13","13"
"3140242","5","5","5"
"3140569","4","4","4"
"3140780","3","3","3"
"3141159","6","6","6"
"3141770","8","8","8"
"3142053","3","3","3"
"3142129","2","2","2"
"3142518","4","4","4"
"3142568","5","5","5"
"3143942","11","11","11"
"3144094","7","7","7"
"3144591","5","5","5"
"3144715","5","5","5"
"3144863","2","2","2"
"3145029","12","12","12"
"3145858","9","9","9"
"3146267","5","5","5"
"3146548","15","15","15"
"3146674","12","12","12"
"3147105","6","6","6"
"3148374","5","5","5"
"3148603","10","10","10"
"3149037","2","2","2"
"3149268","3","3","3"
"3149623","5","5","5"
"3149734","5","5","5"
"3149971","5","5","5"
"3150025","4","4","4"
"3150348","3","3","3"
"3150492","10","10","10"
"3150677","7","7","7"
"3150778","1","1","1"
"3150891","4","4","4"
"3151005","2","2","2"
"3151097","3","3","3"
"3151786","6","6","6"
"3152963","5","5","5"
"3153543","6","6","6"
"3153872","12","12","12"
"3153985","4","4","4"
"3154663","2","2","2"
"3154928","18","18","18"
"3155509","3","3","3"
"3156910","10","10","10"
"3157032","1","1","1"
"3157308","6","6","6"
"3157572","3","3","3"
"3158554","3","3","3"
"3158703","10","10","10"
"3159012","10","10","10"
"3159170","2","2","2"
"3161241","4","4","4"
"3161428","1","1","1"
"3161728","14","14","14"
"3161869","7","7","7"
"3162592","12","12","12"
"3162712","9","9","9"
"3162967","3","3","3"
"3163531","4","4","4"
"3164357","5","5","5"
"3164744","7","7","7"
"3164915","11","11","11"
"3165364","3","3","3"
"3165989","5","5","5"
"3166335","8","8","8"
"3166781","8","8","8"
"3167903","4","4","4"
"3167977","8","8","8"
"3168439","2","2","2"
"3168721","10","10","10"
"3169040","2","2","2"
"3169307","5","5","5"
"3170318","11","11","11"
"3171110","4","4","4"
"3171666","8","8","8"
"3172042","7","7","7"
"3172728","9","9","9"
"3172958","6","6","6"
"3173423","2","2","2"
"3173489","7","7","7"
"3174052","3","3","3"
"3174339","5","5","5"
"3174637","8","8","8"
"3174662","9","9","9"
"3175041","4","4","4"
"3175267","12","12","12"
"3175798","8","8","8"
"3176050","7","7","7"
"3176534","5","5","5"
"3176732","5","5","5"
"3177322","2","2","2"
"3177659","8","8","8"
"3177984","1","1","1"
"3178059","1","1","1"
"3178125","0","0","0"
"3178199","2","2","2"
"3178745","6","6","6"
"3179226","5","5","5"
"3179532","9","9","9"
"3179977","6","6","6"
"3180385","7","7","7"
"3180703","0","0","0"
"3180898","16","16","16"
"3181447","6","6","6"
"3182716","5","5","5"
"3183764","5","5","5"
"3184081","1","1","1"
"3184563","5","5","5"
"3185181","5","5","5"
"3185551","12","12","12"
"3185643","9","9","9"
"3186565","4","4","4"
"3186793","2","2","2"
"3187737","3","3","3"
"3188448","6","6","6"
"3188648","11","11","11"
"3188688","2","2","2"
"3188794","9","9","9"
"3189058","8","8","8"
"3189362","1","1","1"
"3190478","6","6","6"
"3190584","3","3","3"
"3190728","5","5","5"
"3190852","6","6","6"
"3192125","5","5","5"
"3192174","12","12","12"
"3192661","3","3","3"
"3193520","10","10","10"
"3194266","3","3","3"
"3194327","5","5","5"
"3194439","2","2","2"
"3194791","11","11","11"
"3195046","4","4","4"
"3195166","2","2","2"
"3195292","2","2","2"
"3195859","15","15","15"
"3195904","1","1","1"
"3196063","1","1","1"
"3196196","4","4","4"
"3196568","5","5","5"
"3196707","4","4","4"
"3196845","3","3","3"
"3197078","4","4","4"
"3197307","3","3","3"
"3197379","4","4","4"
"3198609","2","2","2"
"3198698","3","3","3"
"3199201","3","3","3"
"3199788","10","10","10"
"3199985","7","7","7"
"3200191","12","12","12"
"3200308","12","12","12"
"3201398","6","6","6"
"3201930","4","4","4"
"3202042","1","1","1"
"3202485","11","11","11"
"3202731","1","1","1"
"3202822","7","7","7"
"3202995","3","3","3"
"3203447","6","6","6"
"3203741","4","4","4"
"3205569","9","9","9"
"3205957","3","3","3"
"3207947","7","7","7"
"3209129","3","3","3"
"3209232","6","6","6"
"3209371","0","0","0"
"3209566","0","0","0"
"3209929","10","10","10"
"3212448","8","8","8"
"3212621","6","6","6"
"3213060","3","3","3"
"3213416","5","5","5"
"3214268","7","7","7"
"3215065","10","10","10"
"3215442","7","7","7"
"3216037","3","3","3"
"3216472","2","2","2"
"3216518","1","1","1"
"3216725","6","6","6"
"3217187","4","4","4"
"3217970","7","7","7"
"3218557","6","6","6"
"3218831","11","11","11"
"3219001","10","10","10"
"3219070","2","2","2"
"3219114","5","5","5"
"3219298","10","10","10"
"3220836","5","5","5"
"3220915","3","3","3"
"3221292","3","3","3"
"3221594","8","8","8"
"3221878","5","5","5"
"3222000","6","6","6"
"3223162","5","5","5"
"3223187","7","7","7"
"3223825","8","8","8"
"3224244","3","3","3"
"3224607","7","7","7"
"3224753","5","5","5"
"3225579","3","3","3"
"3225821","4","4","4"
"3226452","18","18","18"
"3226624","7","7","7"
"3226966","4","4","4"
"3227239","7","7","7"
"3228060","7","7","7"
"3228354","5","5","5"
"3229222","12","12","12"
"3229444","2","2","2"
"3229635","10","10","10"
"3230024","14","14","14"
"3230574","14","14","14"
"3230712","12","12","12"
"3232094","5","5","5"
"3233079","7","7","7"
"3233125","3","3","3"
"3233569","9","9","9"
"3233735","8","8","8"
"3234553","3","3","3"
"3234699","8","8","8"
"3235013","6","6","6"
"3235841","9","9","9"
"3236106","11","11","11"
"3236589","11","11","11"
"3236699","5","5","5"
"3236971","1","1","1"
"3237218","5","5","5"
"3237352","4","4","4"
"3237392","6","6","6"
"3237446","2","2","2"
"3238042","1","1","1"
"3238284","6","6","6"
"3238944","5","5","5"
"3239320","5","5","5"
"3239401","7","7","7"
"3239761","3","3","3"
"3240303","16","16","16"
"3241008","3","3","3"
"3241315","5","5","5"
"3242291","4","4","4"
"3242555","9","9","9"
"3243863","16","16","16"
"3245276","1","1","1"
"3245350","2","2","2"
"3245645","30","30","30"
"3246130","6","6","6"
"3248966","1","1","1"
"3249551","7","7","7"
"3250708","4","4","4"
"3250937","2","2","2"
"3251652","4","4","4"
"3251957","1","1","1"
"3252566","6","6","6"
"3252663","2","2","2"
"3253149","5","5","5"
"3253434","10","10","10"
"3253605","3","3","3"
"3253825","4","4","4"
"3254115","1","1","1"
"3254648","3","3","3"
"3254847","7","7","7"
"3256075","6","6","6"
"3256619","2","2","2"
"3256958","10","10","10"
"3257113","12","12","12"
"3257173","30","30","30"
"3257690","2","2","2"
"3257887","4","4","4"
"3258109","17","17","17"
"3258377","12","12","12"
"3258577","2","2","2"
"3258962","16","16","16"
"3259146","3","3","3"
"3260677","7","7","7"
"3260796","12","12","12"
"3260970","7","7","7"
"3261041","9","9","9"
"3261709","4","4","4"
"3262113","4","4","4"
"3262384","4","4","4"
"3262633","4","4","4"
"3263334","4","4","4"
"3264339","14","14","14"
"3264448","12","12","12"
"3265903","6","6","6"
"3266082","10","10","10"
"3266696","12","12","12"
"3266996","1","1","1"
"3267280","8","8","8"
"3267799","3","3","3"
"3269284","17","17","17"
"3269706","1","1","1"
"3270556","9","9","9"
"3270840","2","2","2"
"3270891","1","1","1"
"3271582","15","15","15"
"3272130","15","15","15"
"3272818","8","8","8"
"3272933","4","4","4"
"3273046","5","5","5"
"3274088","10","10","10"
"3274343","16","16","16"
"3274566","5","5","5"
"3275257","6","6","6"
"3275373","13","13","13"
"3275491","3","3","3"
"3275588","3","3","3"
"3275655","12","12","12"
"3275916","11","11","11"
"3276223","1","1","1"
"3276297","1","1","1"
"3276960","14","14","14"
"3277076","10","10","10"
"3277161","2","2","2"
"3277902","30","30","30"
"3278105","4","4","4"
"3278607","9","9","9"
"3279381","5","5","5"
"3279442","4","4","4"
"3280474","4","4","4"
"3281450","4","4","4"
"3281803","5","5","5"
"3282486","8","8","8"
"3282551","7","7","7"
"3282977","5","5","5"
"3283085","3","3","3"
"3283997","6","6","6"
"3284081","5","5","5"
"3284975","4","4","4"
"3286033","6","6","6"
"3286178","3","3","3"
"3286209","10","10","10"
"3286410","1","1","1"
"3286616","17","17","17"
"3286708","2","2","2"
"3287176","1","1","1"
"3288060","6","6","6"
"3288176","8","8","8"
"3288837","6","6","6"
"3290470","7","7","7"
"3291015","0","0","0"
"3291392","6","6","6"
"3292008","5","5","5"
"3292263","2","2","2"
"3292708","4","4","4"
"3293455","1","1","1"
"3294194","5","5","5"
"3294309","4","4","4"
"3294480","7","7","7"
"3294613","0","0","0"
"3294990","2","2","2"
"3295081","3","3","3"
"3295865","4","4","4"
"3296148","4","4","4"
"3296954","15","15","15"
"3297838","6","6","6"
"3298347","5","5","5"
"3298716","6","6","6"
"3300067","7","7","7"
"3301257","3","3","3"
"3301851","2","2","2"
"3301894","5","5","5"
"3302041","4","4","4"
"3302102","7","7","7"
"3302916","7","7","7"
"3303063","13","13","13"
"3303327","13","13","13"
"3303649","2","2","2"
"3303793","5","5","5"
"3304429","7","7","7"
"3304766","11","11","11"
"3304885","7","7","7"
"3305386","4","4","4"
"3306247","2","2","2"
"3307098","5","5","5"
"3307914","3","3","3"
"3307985","3","3","3"
"3308146","2","2","2"
"3308445","9","9","9"
"3308627","11","11","11"
"3308777","0","0","0"
"3308939","5","5","5"
"3309260","11","11","11"
"3309436","4","4","4"
"3309743","4","4","4"
"3309928","2","2","2"
"3311136","7","7","7"
"3311475","5","5","5"
"3311710","11","11","11"
"3311851","2","2","2"
"3311875","17","17","17"
"3313191","3","3","3"
"3316285","10","10","10"
"3317532","4","4","4"
"3318318","3","3","3"
"3318911","18","18","18"
"3319468","7","7","7"
"3319506","9","9","9"
"3319821","11","11","11"
"3320088","11","11","11"
"3320129","13","13","13"
"3320298","4","4","4"
"3321300","6","6","6"
"3322614","1","1","1"
"3323245","4","4","4"
"3323280","8","8","8"
"3324310","6","6","6"
"3324601","6","6","6"
"3324866","13","13","13"
"3325027","6","6","6"
"3325108","10","10","10"
"3325474","13","13","13"
"3325576","10","10","10"
"3326671","10","10","10"
"3329380","12","12","12"
"3329576","5","5","5"
"3329755","8","8","8"
"3330675","4","4","4"
"3331525","10","10","10"
"3332761","7","7","7"
"3333117","4","4","4"
"3333303","14","14","14"
"3333500","4","4","4"
"3333941","8","8","8"
"3333958","11","11","11"
"3334090","8","8","8"
"3334654","8","8","8"
"3334753","8","8","8"
"3335419","5","5","5"
"3335502","9","9","9"
"3335610","30","30","30"
"3335808","12","12","12"
"3335967","8","8","8"
"3336352","2","2","2"
"3337065","9","9","9"
"3337680","2","2","2"
"3338012","3","3","3"
"3338462","7","7","7"
"3339179","7","7","7"
"3340180","3","3","3"
"3340287","7","7","7"
"3340594","5","5","5"
"3341058","1","1","1"
"3341448","0","0","0"
"3342148","9","9","9"
"3342673","8","8","8"
"3342983","9","9","9"
"3343115","10","10","10"
"3343299","6","6","6"
"3343729","4","4","4"
"3343987","0","0","0"
"3344248","4","4","4"
"3344998","19","19","19"
"3346471","11","11","11"
"3347363","2","2","2"
"3347833","2","2","2"
"3348013","4","4","4"
"3348243","5","5","5"
"3348410","0","0","0"
"3348751","4","4","4"
"3349078","3","3","3"
"3349504","2","2","2"
"3349656","6","6","6"
"3349897","11","11","11"
"3350301","15","15","15"
"3351604","4","4","4"
"3351909","19","19","19"
"3352246","10","10","10"
"3352793","2","2","2"
"3352906","1","1","1"
"3353589","3","3","3"
"3353877","30","30","30"
"3355163","7","7","7"
"3355661","9","9","9"
"3355982","3","3","3"
"3356826","14","14","14"
"3356961","5","5","5"
"3357855","5","5","5"
"3357995","4","4","4"
"3358442","8","8","8"
"3359368","1","1","1"
"3359596","13","13","13"
"3359617","12","12","12"
"3360105","6","6","6"
"3360242","2","2","2"
"3361218","3","3","3"
"3361609","0","0","0"
"3363463","2","2","2"
"3364004","8","8","8"
"3364348","4","4","4"
"3364454","4","4","4"
"3365182","7","7","7"
"3365586","8","8","8"
"3365713","6","6","6"
"3365900","16","16","16"
"3366456","2","2","2"
"3368803","3","3","3"
"3368966","10","10","10"
"3369226","4","4","4"
"3369733","10","10","10"
"3370068","6","6","6"
"3370308","3","3","3"
"3370400","7","7","7"
"3370618","2","2","2"
"3370722","16","16","16"
"3371094","2","2","2"
"3372334","6","6","6"
"3372574","4","4","4"
"3373431","3","3","3"
"3373617","11","11","11"
"3374237","6","6","6"
"3374272","5","5","5"
"3374739","5","5","5"
"3374937","7","7","7"
"3375205","6","6","6"
"3375248","12","12","12"
"3375530","2","2","2"
"3376054","4","4","4"
"3376441","8","8","8"
"3376856","7","7","7"
"3377267","14","14","14"
"3378204","3","3","3"
"3378639","6","6","6"
"3378994","7","7","7"
"3379709","13","13","13"
"3379937","3","3","3"
"3380163","8","8","8"
"3380464","13","13","13"
"3380710","2","2","2"
"3381659","6","6","6"
"3382145","3","3","3"
"3383084","2","2","2"
"3383821","9","9","9"
"3384871","8","8","8"
"3385129","3","3","3"
"3385870","9","9","9"
"3386889","5","5","5"
"3387071","12","12","12"
"3387159","9","9","9"
"3387295","7","7","7"
"3387718","3","3","3"
"3387960","7","7","7"
"3389220","4","4","4"
"3389329","6","6","6"
"3389948","5","5","5"
"3389959","8","8","8"
"3391227","16","16","16"
"3391253","1","1","1"
"3391653","2","2","2"
"3391786","1","1","1"
"3393028","6","6","6"
"3393199","4","4","4"
"3393746","3","3","3"
"3394134","4","4","4"
"3394361","1","1","1"
"3394644","5","5","5"
"3394934","3","3","3"
"3395480","2","2","2"
"3395566","2","2","2"
"3396044","7","7","7"
"3396213","11","11","11"
"3396535","6","6","6"
"3396907","4","4","4"
"3397229","9","9","9"
"3397386","10","10","10"
"3399763","4","4","4"
"3400320","6","6","6"
"3401726","6","6","6"
"3402266","18","18","18"
"3402784","9","9","9"
"3402972","4","4","4"
"3403880","19","19","19"
"3403909","9","9","9"
"3404391","4","4","4"
"3404486","0","0","0"
"3404595","7","7","7"
"3404699","5","5","5"
"3405136","5","5","5"
"3405342","4","4","4"
"3405585","3","3","3"
"3405967","3","3","3"
"3406064","5","5","5"
"3406377","6","6","6"
"3406402","12","12","12"
"3406524","3","3","3"
"3406613","3","3","3"
"3407206","6","6","6"
"3407555","3","3","3"
"3407837","9","9","9"
"3408008","11","11","11"
"3408321","5","5","5"
"3408428","9","9","9"
"3409018","12","12","12"
"3409111","7","7","7"
"3409945","7","7","7"
"3410294","3","3","3"
"3410445","8","8","8"
"3410699","14","14","14"
"3411316","7","7","7"
"3411359","7","7","7"
"3411896","2","2","2"
"3412017","3","3","3"
"3413460","2","2","2"
"3414276","4","4","4"
"3414500","7","7","7"
"3418290","4","4","4"
"3418681","6","6","6"
"3418688","2","2","2"
"3419119","7","7","7"
"3419150","11","11","11"
"3419502","5","5","5"
"3419621","7","7","7"
"3420071","1","1","1"
"3421115","8","8","8"
"3421272","7","7","7"
"3421674","4","4","4"
"3422294","6","6","6"
"3422599","8","8","8"
"3422668","7","7","7"
"3422735","3","3","3"
"3423262","4","4","4"
"3423465","3","3","3"
"3423946","9","9","9"
"3424035","4","4","4"
"3424093","2","2","2"
"3424594","6","6","6"
"3425406","2","2","2"
"3426219","9","9","9"
"3426550","1","1","1"
"3427565","10","10","10"
"3427624","6","6","6"
"3427740","8","8","8"
"3427857","7","7","7"
"3428299","2","2","2"
"3429254","3","3","3"
"3429321","11","11","11"
"3429498","5","5","5"
"3431299","4","4","4"
"3431560","3","3","3"
"3431906","19","19","19"
"3432033","8","8","8"
"3433392","6","6","6"
"3433485","8","8","8"
"3433651","3","3","3"
"3434092","8","8","8"
"3435668","4","4","4"
"3436501","6","6","6"
"3436916","5","5","5"
"3437456","8","8","8"
"3437907","30","30","30"
"3438495","8","8","8"
"3438724","4","4","4"
"3438850","5","5","5"
"3439425","7","7","7"
"3439877","12","12","12"
"3440655","1","1","1"
"3440858","9","9","9"
"3441484","4","4","4"
"3441595","8","8","8"
"3441662","4","4","4"
"3442167","18","18","18"
"3442613","13","13","13"
"3442774","2","2","2"
"3442910","5","5","5"
"3443428","8","8","8"
"3443557","3","3","3"
"3444856","9","9","9"
"3445643","4","4","4"
"3445847","8","8","8"
"3446040","5","5","5"
"3446243","4","4","4"
"3446410","4","4","4"
"3446841","7","7","7"
"3447058","5","5","5"
"3448383","19","19","19"
"3448498","9","9","9"
"3448857","12","12","12"
"3449065","5","5","5"
"3449703","6","6","6"
"3450589","9","9","9"
"3451318","3","3","3"
"3452399","11","11","11"
"3452467","2","2","2"
"3452739","2","2","2"
"3454768","5","5","5"
"3455441","7","7","7"
"3455784","4","4","4"
"3456106","13","13","13"
"3456398","13","13","13"
"3456525","5","5","5"
"3456770","0","0","0"
"3457555","3","3","3"
"3457691","10","10","10"
"3458082","6","6","6"
"3458439","8","8","8"
"3458778","3","3","3"
"3459068","17","17","17"
"3459302","13","13","13"
"3459590","8","8","8"
"3459844","4","4","4"
"3460389","3","3","3"
"3461553","3","3","3"
"3461885","14","14","14"
"3463050","3","3","3"
"3463444","9","9","9"
"3464044","6","6","6"
"3464284","12","12","12"
"3464641","5","5","5"
"3464982","5","5","5"
"3465423","4","4","4"
"3465700","6","6","6"
"3465736","10","10","10"
"3466889","9","9","9"
"3466956","4","4","4"
"3467223","3","3","3"
"3467705","5","5","5"
"3467827","3","3","3"
"3468077","16","16","16"
"3468971","5","5","5"
"3468995","4","4","4"
"3469312","30","30","30"
"3469874","3","3","3"
"3470261","5","5","5"
"3471181","1","1","1"
"3471509","12","12","12"
"3471768","8","8","8"
"3472289","9","9","9"
"3472382","8","8","8"
"3473143","9","9","9"
"3473447","7","7","7"
"3474531","8","8","8"
"3475680","8","8","8"
"3475856","12","12","12"
"3476371","5","5","5"
"3477424","4","4","4"
"3477885","4","4","4"
"3478202","14","14","14"
"3478953","11","11","11"
"3479333","3","3","3"
"3479492","3","3","3"
"3479928","11","11","11"
"3480197","13","13","13"
"3480331","11","11","11"
"3480415","14","14","14"
"3480652","2","2","2"
"3480966","3","3","3"
"3481054","11","11","11"
"3481159","2","2","2"
"3481809","6","6","6"
"3482422","10","10","10"
"3482734","12","12","12"
"3483289","9","9","9"
"3483375","10","10","10"
"3484445","13","13","13"
"3484674","6","6","6"
"3485943","2","2","2"
"3486083","3","3","3"
"3486892","4","4","4"
"3487631","4","4","4"
"3488804","7","7","7"
"3489010","4","4","4"
"3489195","4","4","4"
"3489229","3","3","3"
"3489680","1","1","1"
"3490067","0","0","0"
"3490684","9","9","9"
"3491367","1","1","1"
"3491424","3","3","3"
"3491622","12","12","12"
"3491671","8","8","8"
"3491989","4","4","4"
"3492467","8","8","8"
"3492596","5","5","5"
"3493089","4","4","4"
"3493138","16","16","16"
"3493896","9","9","9"
"3493953","11","11","11"
"3494197","5","5","5"
"3494313","1","1","1"
"3495060","1","1","1"
"3495198","3","3","3"
"3495357","3","3","3"
"3495781","1","1","1"
"3496206","12","12","12"
"3497050","13","13","13"
"3497093","3","3","3"
"3497290","11","11","11"
"3499370","14","14","14"
"3499401","16","16","16"
"3499688","7","7","7"
"3500438","13","13","13"
"3500927","5","5","5"
"3501177","15","15","15"
"3502104","8","8","8"
"3502199","2","2","2"
"3503067","30","30","30"
"3503889","7","7","7"
"3504070","4","4","4"
"3504260","3","3","3"
"3504419","8","8","8"
"3505786","4","4","4"
"3505820","13","13","13"
"3505969","17","17","17"
"3507279","5","5","5"
"3507502","4","4","4"
"3507643","6","6","6"
"3508205","11","11","11"
"3508487","6","6","6"
"3508883","3","3","3"
"3509077","0","0","0"
"3509341","6","6","6"
"3509394","4","4","4"
"3509490","3","3","3"
"3509515","13","13","13"
"3509593","8","8","8"
"3509727","7","7","7"
"3509772","12","12","12"
"3511270","4","4","4"
"3511376","3","3","3"
"3511544","11","11","11"
"3512037","1","1","1"
"3512077","5","5","5"
"3512852","6","6","6"
"3513577","5","5","5"
"3514599","7","7","7"
"3515005","5","5","5"
"3515298","4","4","4"
"3515893","5","5","5"
"3515909","4","4","4"
"3516092","7","7","7"
"3516132","8","8","8"
"3516382","4","4","4"
"3517120","19","19","19"
"3517192","7","7","7"
"3517803","9","9","9"
"3519425","8","8","8"
"3519585","12","12","12"
"3520090","5","5","5"
"3520151","8","8","8"
"3520330","4","4","4"
"3520416","8","8","8"
"3520516","3","3","3"
"3520834","13","13","13"
"3521011","9","9","9"
"3521507","2","2","2"
"3521652","4","4","4"
"3521740","0","0","0"
"3521947","2","2","2"
"3522141","0","0","0"
"3522287","10","10","10"
"3522814","17","17","17"
"3523432","5","5","5"
"3524369","7","7","7"
"3524422","4","4","4"
"3524662","10","10","10"
"3525422","5","5","5"
"3525815","6","6","6"
"3526809","6","6","6"
"3526934","8","8","8"
"3527082","9","9","9"
"3527381","4","4","4"
"3527699","3","3","3"
"3528084","3","3","3"
"3528300","17","17","17"
"3528543","6","6","6"
"3528885","2","2","2"
"3529009","8","8","8"
"3529486","8","8","8"
"3529659","8","8","8"
"3529970","3","3","3"
"3530121","7","7","7"
"3530635","2","2","2"
"3531897","9","9","9"
"3532141","6","6","6"
"3532290","1","1","1"
"3532611","14","14","14"
"3533778","5","5","5"
"3533946","7","7","7"
"3534114","2","2","2"
"3535462","6","6","6"
"3535692","2","2","2"
"3536035","1","1","1"
"3536093","0","0","0"
"3536862","8","8","8"
"3537508","5","5","5"
"3538045","7","7","7"
"3538117","1","1","1"
"3538440","4","4","4"
"3538876","4","4","4"
"3538903","6","6","6"
"3539932","10","10","10"
"3540096","7","7","7"
"3540696","16","16","16"
"3540855","2","2","2"
"3540961","6","6","6"
"3541285","7","7","7"
"3542510","2","2","2"
"3542770","1","1","1"
"3543238","2","2","2"
"3543323","2","2","2"
"3543556","9","9","9"
"3544120","14","14","14"
"3544447","14","14","14"
"3544537","2","2","2"
"3544973","10","10","10"
"3545095","12","12","12"
"3545281","6","6","6"
"3546038","6","6","6"
"3546377","2","2","2"
"3546575","15","15","15"
"3546963","5","5","5"
"3547349","3","3","3"
"3547679","6","6","6"
"3548456","6","6","6"
"3549100","5","5","5"
"3549137","7","7","7"
"3549865","4","4","4"
"3551202","4","4","4"
"3551584","14","14","14"
"3551948","3","3","3"
"3552307","7","7","7"
"3552843","2","2","2"
"3552918","7","7","7"
"3552996","4","4","4"
"3553370","11","11","11"
"3553800","2","2","2"
"3554048","3","3","3"
"3554609","9","9","9"
"3555559","17","17","17"
"3555677","5","5","5"
"3555882","11","11","11"
"3557066","12","12","12"
"3557229","6","6","6"
"3557537","3","3","3"
"3559028","15","15","15"
"3559070","9","9","9"
"3559812","3","3","3"
"3560005","4","4","4"
"3560230","7","7","7"
"3561346","6","6","6"
"3561853","8","8","8"
"3561973","12","12","12"
"3562942","15","15","15"
"3563002","10","10","10"
"3563063","6","6","6"
"3563352","8","8","8"
"3563465","5","5","5"
"3564180","9","9","9"
"3564584","4","4","4"
"3564911","15","15","15"
"3565394","6","6","6"
"3565761","6","6","6"
"3566865","1","1","1"
"3567131","8","8","8"
"3568380","5","5","5"
"3568560","9","9","9"
"3569067","9","9","9"
"3569102","16","16","16"
"3569670","8","8","8"
"3570294","5","5","5"
"3570329","8","8","8"
"3570983","1","1","1"
"3571548","11","11","11"
"3571907","10","10","10"
"3572140","5","5","5"
"3573283","13","13","13"
"3573520","6","6","6"
"3573824","1","1","1"
"3574021","2","2","2"
"3574112","10","10","10"
"3574633","7","7","7"
"3574743","11","11","11"
"3575269","9","9","9"
"3575603","5","5","5"
"3575958","5","5","5"
"3576008","4","4","4"
"3576157","8","8","8"
"3576666","6","6","6"
"3577194","5","5","5"
"3577363","14","14","14"
"3577567","9","9","9"
"3577611","6","6","6"
"3579046","2","2","2"
"3579377","7","7","7"
"3579533","13","13","13"
"3579758","10","10","10"
"3579925","15","15","15"
"3580440","2","2","2"
"3581554","3","3","3"
"3581730","7","7","7"
"3581844","4","4","4"
"3581997","8","8","8"
"3582222","1","1","1"
"3582281","3","3","3"
"3583366","2","2","2"
"3583935","14","14","14"
"3584015","11","11","11"
"3584514","3","3","3"
"3585080","9","9","9"
"3585527","8","8","8"
"3585694","5","5","5"
"3585789","5","5","5"
"3586088","4","4","4"
"3586987","5","5","5"
"3587514","5","5","5"
"3588208","3","3","3"
"3588705","8","8","8"
"3589756","5","5","5"
"3589952","2","2","2"
"3590365","0","0","0"
"3590587","30","30","30"
"3590791","19","19","19"
"3591788","6","6","6"
"3592096","3","3","3"
"3592230","3","3","3"
"3592260","12","12","12"
"3593096","4","4","4"
"3593624","1","1","1"
"3594450","4","4","4"
"3594595","6","6","6"
"3595469","2","2","2"
"3595751","9","9","9"
"3595921","7","7","7"
"3596969","5","5","5"
"3597847","8","8","8"
"3598284","30","30","30"
"3598642","3","3","3"
"3599407","11","11","11"
"3599622","3","3","3"
"3599775","1","1","1"
"3599894","3","3","3"
"3600616","1","1","1"
"3600851","5","5","5"
"3601180","10","10","10"
"3601998","2","2","2"
"3602133","4","4","4"
"3602314","12","12","12"
"3602609","5","5","5"
"3602852","15","15","15"
"3602891","4","4","4"
"3603162","8","8","8"
"3603663","2","2","2"
"3605569","15","15","15"
"3605748","16","16","16"
"3606134","9","9","9"
"3606160","6","6","6"
"3606323","9","9","9"
"3606338","4","4","4"
"3606617","3","3","3"
"3607749","13","13","13"
"3608465","0","0","0"
"3608800","3","3","3"
"3609637","11","11","11"
"3610957","2","2","2"
"3611450","7","7","7"
"3611710","10","10","10"
"3611745","6","6","6"
"3612582","4","4","4"
"3613934","8","8","8"
"3613959","5","5","5"
"3614312","0","0","0"
"3615107","13","13","13"
