"Step","14_sazut-tonat-munobhasaz - episodic_return","14_sazut-tonat-munobhasaz - episodic_return__MIN","14_sazut-tonat-munobhasaz - episodic_return__MAX"
"947336","5","5","5"
"947434","3","3","3"
"947613","10","10","10"
"947705","5","5","5"
"948027","4","4","4"
"948180","6","6","6"
"948251","2","2","2"
"948525","6","6","6"
"949826","6","6","6"
"949953","5","5","5"
"950463","7","7","7"
"951044","3","3","3"
"951189","3","3","3"
"951324","9","9","9"
"951887","9","9","9"
"952032","17","17","17"
"952126","5","5","5"
"952624","2","2","2"
"952726","13","13","13"
"952878","5","5","5"
"952908","4","4","4"
"953331","1","1","1"
"953475","3","3","3"
"953927","6","6","6"
"954506","15","15","15"
"955273","5","5","5"
"955423","4","4","4"
"955544","8","8","8"
"955621","0","0","0"
"956643","9","9","9"
"956733","12","12","12"
"957050","1","1","1"
"958925","10","10","10"
"959774","3","3","3"
"960104","10","10","10"
"960504","7","7","7"
"960929","5","5","5"
"962283","8","8","8"
"962356","9","9","9"
"962386","5","5","5"
"962650","6","6","6"
"963549","1","1","1"
"963814","12","12","12"
"964160","5","5","5"
"964292","2","2","2"
"964627","5","5","5"
"964746","1","1","1"
"965064","4","4","4"
"965134","6","6","6"
"965337","7","7","7"
"965895","2","2","2"
"966380","11","11","11"
"966415","1","1","1"
"966578","3","3","3"
"967607","7","7","7"
"967643","7","7","7"
"968076","3","3","3"
"968265","2","2","2"
"969193","7","7","7"
"969248","7","7","7"
"969556","5","5","5"
"969901","1","1","1"
"970038","8","8","8"
"970385","2","2","2"
"970758","12","12","12"
"971059","1","1","1"
"971467","4","4","4"
"972094","6","6","6"
"972335","7","7","7"
"972613","8","8","8"
"973412","7","7","7"
"973627","5","5","5"
"973735","13","13","13"
"973809","9","9","9"
"974102","2","2","2"
"974254","4","4","4"
"974431","4","4","4"
"974989","4","4","4"
"975233","7","7","7"
"976101","3","3","3"
"976279","6","6","6"
"976515","2","2","2"
"976924","7","7","7"
"977514","10","10","10"
"978520","7","7","7"
"979591","2","2","2"
"979936","2","2","2"
"979989","11","11","11"
"980200","5","5","5"
"980233","1","1","1"
"980668","17","17","17"
"980912","7","7","7"
"981305","14","14","14"
"981726","2","2","2"
"982125","0","0","0"
"982451","0","0","0"
"982594","5","5","5"
"983308","2","2","2"
"983785","2","2","2"
"983846","5","5","5"
"986292","3","3","3"
"986593","2","2","2"
"987384","4","4","4"
"987786","6","6","6"
"988591","3","3","3"
"988779","5","5","5"
"988996","3","3","3"
"989075","7","7","7"
"989923","6","6","6"
"991105","3","3","3"
"991488","2","2","2"
"991884","1","1","1"
"992462","3","3","3"
"992715","5","5","5"
"993680","2","2","2"
"994202","7","7","7"
"994301","3","3","3"
"994738","3","3","3"
"995422","2","2","2"
"995464","10","10","10"
"995638","7","7","7"
"995992","3","3","3"
"996049","6","6","6"
"996549","7","7","7"
"996652","7","7","7"
"997343","9","9","9"
"997474","9","9","9"
"997655","2","2","2"
"997725","8","8","8"
"997763","4","4","4"
"998086","6","6","6"
"998906","13","13","13"
"999050","2","2","2"
"999132","2","2","2"
"999225","6","6","6"
"999682","3","3","3"
"999833","30","30","30"
"1002099","3","3","3"
"1002288","4","4","4"
"1002441","1","1","1"
"1002559","11","11","11"
"1002772","7","7","7"
"1002823","10","10","10"
"1002976","2","2","2"
"1003380","4","4","4"
"1003983","5","5","5"
"1004068","9","9","9"
"1004142","7","7","7"
"1004273","7","7","7"
"1004390","7","7","7"
"1005165","3","3","3"
"1005906","8","8","8"
"1006270","7","7","7"
"1007413","2","2","2"
"1007721","5","5","5"
"1007885","10","10","10"
"1008021","5","5","5"
"1008679","12","12","12"
"1008963","1","1","1"
"1009207","7","7","7"
"1009889","6","6","6"
"1009947","5","5","5"
"1010666","8","8","8"
"1011968","5","5","5"
"1012122","2","2","2"
"1012203","7","7","7"
"1013116","9","9","9"
"1013366","3","3","3"
"1013580","5","5","5"
"1014179","5","5","5"
"1014670","3","3","3"
"1015112","0","0","0"
"1015376","7","7","7"
"1015571","9","9","9"
"1016089","4","4","4"
"1016324","6","6","6"
"1016891","3","3","3"
"1017601","9","9","9"
"1018018","4","4","4"
"1018860","6","6","6"
"1019030","2","2","2"
"1019589","3","3","3"
"1020148","5","5","5"
"1020941","2","2","2"
"1021759","1","1","1"
"1022461","8","8","8"
"1022994","2","2","2"
"1023192","5","5","5"
"1023270","2","2","2"
"1023839","6","6","6"
"1024331","10","10","10"
"1024455","4","4","4"
"1025139","2","2","2"
"1025282","6","6","6"
"1025818","1","1","1"
"1025913","5","5","5"
"1026062","3","3","3"
"1026185","4","4","4"
"1026408","9","9","9"
"1026438","2","2","2"
"1026929","6","6","6"
"1027066","3","3","3"
"1027374","10","10","10"
"1027788","0","0","0"
"1028188","10","10","10"
"1028990","7","7","7"
"1029199","4","4","4"
"1029598","17","17","17"
"1029671","1","1","1"
"1029933","9","9","9"
"1030617","6","6","6"
"1031057","14","14","14"
"1031171","5","5","5"
"1031844","6","6","6"
"1032169","8","8","8"
"1032874","5","5","5"
"1033028","0","0","0"
"1033125","9","9","9"
"1033579","2","2","2"
"1033749","9","9","9"
"1034331","4","4","4"
"1034528","14","14","14"
"1034949","3","3","3"
"1036070","2","2","2"
"1037629","1","1","1"
"1038406","2","2","2"
"1039191","5","5","5"
"1039413","7","7","7"
"1039538","2","2","2"
"1039777","10","10","10"
"1040095","4","4","4"
"1040144","6","6","6"
"1040340","7","7","7"
"1040688","2","2","2"
"1040827","5","5","5"
"1041245","17","17","17"
"1041345","3","3","3"
"1041526","7","7","7"
"1041608","6","6","6"
"1041768","3","3","3"
"1042987","2","2","2"
"1043273","5","5","5"
"1044387","11","11","11"
"1044660","8","8","8"
"1044721","4","4","4"
"1044810","7","7","7"
"1045014","5","5","5"
"1047744","10","10","10"
"1048179","5","5","5"
"1048194","2","2","2"
"1048932","3","3","3"
"1049705","5","5","5"
"1049996","2","2","2"
"1050520","3","3","3"
"1050815","5","5","5"
"1050861","4","4","4"
"1051409","8","8","8"
"1051516","9","9","9"
"1052111","3","3","3"
"1052882","12","12","12"
"1053036","12","12","12"
"1054366","6","6","6"
"1054501","9","9","9"
"1054746","9","9","9"
"1054916","5","5","5"
"1055374","10","10","10"
"1055707","2","2","2"
"1055801","12","12","12"
"1055904","2","2","2"
"1056407","5","5","5"
"1057416","5","5","5"
"1057761","1","1","1"
"1058086","6","6","6"
"1058119","5","5","5"
"1058478","8","8","8"
"1058666","8","8","8"
"1059061","1","1","1"
"1059559","6","6","6"
"1059595","6","6","6"
"1059676","9","9","9"
"1059923","13","13","13"
"1060611","5","5","5"
"1062074","12","12","12"
"1062105","6","6","6"
"1062562","17","17","17"
"1064010","6","6","6"
"1064244","1","1","1"
"1064306","3","3","3"
"1064815","5","5","5"
"1064863","6","6","6"
"1065726","11","11","11"
"1066006","5","5","5"
"1066288","10","10","10"
"1066383","3","3","3"
"1066945","2","2","2"
"1067569","9","9","9"
"1067625","2","2","2"
"1068349","8","8","8"
"1069126","7","7","7"
"1070746","1","1","1"
"1070864","7","7","7"
"1071121","4","4","4"
"1071338","0","0","0"
"1071527","1","1","1"
"1072149","9","9","9"
"1072299","6","6","6"
"1072468","12","12","12"
"1072947","5","5","5"
"1073083","2","2","2"
"1073687","5","5","5"
"1073870","2","2","2"
"1074145","4","4","4"
"1074270","2","2","2"
"1074525","5","5","5"
"1075176","4","4","4"
"1075256","10","10","10"
"1075288","3","3","3"
"1075340","9","9","9"
"1075702","3","3","3"
"1075904","4","4","4"
"1076418","7","7","7"
"1076489","11","11","11"
"1077650","1","1","1"
"1077706","2","2","2"
"1077877","3","3","3"
"1078143","6","6","6"
"1078457","2","2","2"
"1079183","0","0","0"
"1079365","15","15","15"
"1079462","0","0","0"
"1079684","4","4","4"
"1080392","3","3","3"
"1080996","12","12","12"
"1081116","4","4","4"
"1081287","6","6","6"
"1082541","7","7","7"
"1084560","2","2","2"
"1084960","4","4","4"
"1085654","3","3","3"
"1086150","6","6","6"
"1086385","3","3","3"
"1086842","12","12","12"
"1086887","4","4","4"
"1086923","8","8","8"
"1087245","12","12","12"
"1087705","6","6","6"
"1087922","0","0","0"
"1088083","8","8","8"
"1089725","6","6","6"
"1089844","6","6","6"
"1090075","10","10","10"
"1090216","2","2","2"
"1090295","7","7","7"
"1090444","4","4","4"
"1091933","3","3","3"
"1092190","4","4","4"
"1092344","0","0","0"
"1092376","3","3","3"
"1092629","2","2","2"
"1093009","4","4","4"
"1093372","11","11","11"
"1093427","3","3","3"
"1093817","3","3","3"
"1094188","30","30","30"
"1094338","2","2","2"
"1094484","7","7","7"
"1094738","1","1","1"
"1095306","2","2","2"
"1095461","11","11","11"
"1095614","4","4","4"
"1095621","4","4","4"
"1096176","6","6","6"
"1096909","1","1","1"
"1097382","4","4","4"
"1098143","15","15","15"
"1098568","4","4","4"
"1098683","6","6","6"
"1098925","5","5","5"
"1099350","0","0","0"
"1099651","10","10","10"
"1100919","1","1","1"
"1101156","5","5","5"
"1101473","4","4","4"
"1101953","15","15","15"
"1102375","4","4","4"
"1102592","9","9","9"
"1102991","5","5","5"
"1103620","5","5","5"
"1103707","3","3","3"
"1103773","2","2","2"
"1104654","10","10","10"
"1104793","3","3","3"
"1105798","2","2","2"
"1105973","11","11","11"
"1106033","5","5","5"
"1106671","3","3","3"
"1107711","0","0","0"
"1107731","5","5","5"
"1108128","5","5","5"
"1108496","4","4","4"
"1109099","10","10","10"
"1109150","4","4","4"
"1109282","3","3","3"
"1110190","2","2","2"
"1110454","8","8","8"
"1110860","10","10","10"
"1111078","5","5","5"
"1111625","8","8","8"
"1111711","1","1","1"
"1112203","5","5","5"
"1112388","1","1","1"
"1112621","3","3","3"
"1113661","9","9","9"
"1113836","6","6","6"
"1113904","10","10","10"
"1114467","5","5","5"
"1114900","6","6","6"
"1115141","2","2","2"
"1115223","3","3","3"
"1115791","1","1","1"
"1116018","4","4","4"
"1116295","2","2","2"
"1116826","12","12","12"
"1117077","7","7","7"
"1117145","4","4","4"
"1117306","12","12","12"
"1117336","4","4","4"
"1117512","7","7","7"
"1117852","13","13","13"
"1118003","7","7","7"
"1118052","0","0","0"
"1118376","7","7","7"
"1118583","3","3","3"
"1118594","8","8","8"
"1118954","6","6","6"
"1119370","8","8","8"
"1119673","9","9","9"
"1119721","4","4","4"
"1119868","9","9","9"
"1120338","5","5","5"
"1120512","2","2","2"
"1120646","4","4","4"
"1120909","9","9","9"
"1121117","4","4","4"
"1121169","2","2","2"
"1121825","4","4","4"
"1122433","6","6","6"
"1122927","2","2","2"
"1123102","0","0","0"
"1123726","6","6","6"
"1124583","1","1","1"
"1124819","3","3","3"
"1124940","5","5","5"
"1125861","10","10","10"
"1126710","6","6","6"
"1127032","5","5","5"
"1128016","5","5","5"
"1128408","3","3","3"
"1128598","8","8","8"
"1129264","2","2","2"
"1129475","9","9","9"
"1129635","4","4","4"
"1129970","0","0","0"
"1130155","5","5","5"
"1130300","0","0","0"
"1130374","2","2","2"
"1130676","5","5","5"
"1130854","7","7","7"
"1131630","8","8","8"
"1131972","2","2","2"
"1132333","9","9","9"
"1132770","5","5","5"
"1133595","9","9","9"
"1134378","4","4","4"
"1134605","2","2","2"
"1134665","7","7","7"
"1134781","13","13","13"
"1134940","3","3","3"
"1135528","1","1","1"
"1135694","1","1","1"
"1135770","6","6","6"
"1135831","7","7","7"
"1136139","7","7","7"
"1136583","4","4","4"
"1136757","10","10","10"
"1136876","4","4","4"
"1137700","1","1","1"
"1138302","11","11","11"
"1138742","2","2","2"
"1139154","8","8","8"
"1139369","6","6","6"
"1139404","2","2","2"
"1139552","11","11","11"
"1140346","10","10","10"
"1141845","4","4","4"
"1142322","1","1","1"
"1143147","1","1","1"
"1143296","7","7","7"
"1143505","3","3","3"
"1144187","4","4","4"
"1144328","5","5","5"
"1144607","30","30","30"
"1144665","11","11","11"
"1144788","7","7","7"
"1145264","2","2","2"
"1145331","5","5","5"
"1145785","12","12","12"
"1145848","9","9","9"
"1145866","8","8","8"
"1146008","5","5","5"
"1146791","4","4","4"
"1147027","6","6","6"
"1147663","12","12","12"
"1147781","12","12","12"
"1148291","2","2","2"
"1148747","2","2","2"
"1148865","14","14","14"
"1148977","6","6","6"
"1149154","4","4","4"
"1149314","9","9","9"
"1150038","3","3","3"
"1150426","4","4","4"
"1151003","2","2","2"
"1151708","5","5","5"
"1151750","5","5","5"
"1152196","8","8","8"
"1152649","0","0","0"
"1153351","2","2","2"
"1153441","9","9","9"
"1154153","4","4","4"
"1154408","3","3","3"
"1154874","2","2","2"
"1154927","15","15","15"
"1155814","6","6","6"
"1156062","13","13","13"
"1156910","7","7","7"
"1157367","8","8","8"
"1158079","6","6","6"
"1159700","2","2","2"
"1160141","6","6","6"
"1160234","9","9","9"
"1160398","7","7","7"
"1160466","8","8","8"
"1160599","10","10","10"
"1160693","2","2","2"
"1160956","12","12","12"
"1162271","4","4","4"
"1163221","3","3","3"
"1163501","10","10","10"
"1163685","3","3","3"
"1163774","2","2","2"
"1164037","2","2","2"
"1164876","5","5","5"
"1165036","3","3","3"
"1165236","8","8","8"
"1165435","5","5","5"
"1165539","4","4","4"
"1166090","12","12","12"
"1166240","10","10","10"
"1166536","3","3","3"
"1167083","11","11","11"
"1167271","7","7","7"
"1167632","14","14","14"
"1167727","4","4","4"
"1168754","8","8","8"
"1168859","3","3","3"
"1168898","8","8","8"
"1169167","4","4","4"
"1169433","3","3","3"
"1170439","5","5","5"
"1170729","1","1","1"
"1171145","1","1","1"
"1171608","5","5","5"
"1172096","8","8","8"
"1172324","13","13","13"
"1172500","2","2","2"
"1172678","3","3","3"
"1172962","8","8","8"
"1173084","2","2","2"
"1173439","2","2","2"
"1174312","5","5","5"
"1174647","5","5","5"
"1175299","10","10","10"
"1176350","3","3","3"
"1176722","2","2","2"
"1176855","2","2","2"
"1177025","6","6","6"
"1177339","1","1","1"
"1177569","4","4","4"
"1177747","11","11","11"
"1178173","12","12","12"
"1179507","13","13","13"
"1179789","2","2","2"
"1180639","2","2","2"
"1180856","8","8","8"
"1181684","3","3","3"
"1182526","3","3","3"
"1182801","3","3","3"
"1182916","4","4","4"
"1183406","7","7","7"
"1183426","0","0","0"
"1183946","4","4","4"
"1184234","5","5","5"
"1184524","6","6","6"
"1184726","8","8","8"
"1184967","2","2","2"
"1185905","15","15","15"
"1186489","15","15","15"
"1186736","5","5","5"
"1187751","2","2","2"
"1188122","9","9","9"
"1188265","3","3","3"
"1188402","6","6","6"
"1189081","4","4","4"
"1189280","6","6","6"
"1189549","9","9","9"
"1189798","13","13","13"
"1190181","6","6","6"
"1190533","5","5","5"
"1190620","4","4","4"
"1191012","3","3","3"
"1191304","9","9","9"
"1191375","1","1","1"
"1191442","0","0","0"
"1192309","7","7","7"
"1192518","3","3","3"
"1192856","9","9","9"
"1194128","8","8","8"
"1194618","3","3","3"
"1194657","3","3","3"
"1194837","19","19","19"
"1195081","0","0","0"
"1195767","3","3","3"
"1195862","2","2","2"
"1196032","7","7","7"
"1196264","4","4","4"
"1196659","3","3","3"
"1197820","11","11","11"
"1197853","9","9","9"
"1197987","12","12","12"
"1198163","3","3","3"
"1198221","2","2","2"
"1198603","8","8","8"
"1199358","1","1","1"
"1200044","7","7","7"
"1200421","1","1","1"
"1201367","9","9","9"
"1201615","1","1","1"
"1201818","0","0","0"
"1201988","3","3","3"
"1203071","6","6","6"
"1203567","6","6","6"
"1204353","7","7","7"
"1204486","0","0","0"
"1204708","2","2","2"
"1205009","6","6","6"
"1205134","15","15","15"
"1205317","1","1","1"
"1205614","13","13","13"
"1207281","10","10","10"
"1207659","6","6","6"
"1207824","1","1","1"
"1207874","9","9","9"
"1208670","15","15","15"
"1208822","15","15","15"
"1208970","8","8","8"
"1209051","7","7","7"
"1209529","6","6","6"
"1209894","8","8","8"
"1210043","9","9","9"
"1211017","4","4","4"
"1211362","7","7","7"
"1211395","13","13","13"
"1212320","6","6","6"
"1212754","5","5","5"
"1212950","4","4","4"
"1213619","5","5","5"
"1214344","6","6","6"
"1214656","5","5","5"
"1214953","5","5","5"
"1216611","4","4","4"
"1216705","3","3","3"
"1217035","2","2","2"
"1217241","8","8","8"
"1217304","5","5","5"
"1217441","3","3","3"
"1217584","8","8","8"
"1217748","6","6","6"
"1218067","7","7","7"
"1218247","9","9","9"
"1219048","6","6","6"
"1219409","2","2","2"
"1220274","12","12","12"
"1220765","4","4","4"
"1221028","7","7","7"
"1221741","11","11","11"
"1222008","30","30","30"
"1222197","10","10","10"
"1222277","1","1","1"
"1222462","13","13","13"
"1223098","12","12","12"
"1223189","7","7","7"
"1223530","9","9","9"
"1223686","3","3","3"
"1223821","6","6","6"
"1223967","3","3","3"
"1224026","6","6","6"
"1224079","8","8","8"
"1224140","6","6","6"
"1225614","5","5","5"
"1226149","5","5","5"
"1226562","4","4","4"
"1226756","7","7","7"
"1226967","8","8","8"
"1227047","10","10","10"
"1227426","3","3","3"
"1228223","6","6","6"
"1228828","19","19","19"
"1229100","3","3","3"
"1230196","10","10","10"
"1230217","4","4","4"
"1230313","4","4","4"
"1230339","6","6","6"
"1230630","3","3","3"
"1231000","1","1","1"
"1231165","18","18","18"
"1231280","2","2","2"
"1231531","5","5","5"
"1231584","6","6","6"
"1231918","5","5","5"
"1232595","4","4","4"
"1233443","1","1","1"
"1233819","5","5","5"
"1234329","2","2","2"
"1235895","16","16","16"
"1236370","10","10","10"
"1237265","2","2","2"
"1237989","1","1","1"
"1238608","2","2","2"
"1239844","5","5","5"
"1239931","6","6","6"
"1239940","0","0","0"
"1240117","1","1","1"
"1240221","2","2","2"
"1240385","6","6","6"
"1240461","5","5","5"
"1240512","5","5","5"
"1241287","8","8","8"
"1241378","3","3","3"
"1241864","12","12","12"
"1241950","1","1","1"
"1242122","4","4","4"
"1242196","7","7","7"
"1242291","7","7","7"
"1242797","1","1","1"
"1243238","0","0","0"
"1243659","5","5","5"
"1244210","9","9","9"
"1244310","2","2","2"
"1244714","6","6","6"
"1245046","7","7","7"
"1245801","4","4","4"
"1246606","7","7","7"
"1247007","2","2","2"
"1247066","6","6","6"
"1247480","8","8","8"
"1247957","6","6","6"
"1248476","6","6","6"
"1249175","4","4","4"
"1249560","6","6","6"
"1250310","4","4","4"
"1250402","0","0","0"
"1250622","9","9","9"
"1250928","4","4","4"
"1251516","10","10","10"
"1251909","8","8","8"
"1252297","3","3","3"
"1252687","6","6","6"
"1252907","10","10","10"
"1253631","10","10","10"
"1254497","10","10","10"
"1254803","7","7","7"
"1254979","4","4","4"
"1255065","5","5","5"
"1255527","4","4","4"
"1256450","5","5","5"
"1256588","11","11","11"
"1257059","2","2","2"
"1257101","3","3","3"
"1257437","5","5","5"
"1258052","3","3","3"
"1258305","3","3","3"
"1259188","7","7","7"
"1259410","6","6","6"
"1259464","6","6","6"
"1259628","7","7","7"
"1259887","7","7","7"
"1260074","2","2","2"
"1260197","3","3","3"
"1260733","2","2","2"
"1260747","5","5","5"
"1261201","7","7","7"
"1261301","7","7","7"
"1261427","4","4","4"
"1262134","4","4","4"
"1262278","1","1","1"
"1262888","2","2","2"
"1263552","7","7","7"
"1264095","4","4","4"
"1264754","5","5","5"
"1264788","6","6","6"
"1265045","3","3","3"
"1265674","9","9","9"
"1266161","11","11","11"
"1266254","2","2","2"
"1267384","1","1","1"
"1268231","5","5","5"
"1269274","3","3","3"
"1269869","5","5","5"
"1270013","0","0","0"
"1271262","7","7","7"
"1271329","4","4","4"
"1271419","12","12","12"
"1271451","2","2","2"
"1271783","2","2","2"
"1272057","5","5","5"
"1272857","7","7","7"
"1273126","7","7","7"
"1273968","6","6","6"
"1274124","5","5","5"
"1274889","6","6","6"
"1275080","1","1","1"
"1275216","5","5","5"
"1275789","7","7","7"
"1276002","7","7","7"
"1276165","8","8","8"
"1276843","8","8","8"
"1276906","3","3","3"
"1277039","2","2","2"
"1277116","8","8","8"
"1277481","12","12","12"
"1277814","3","3","3"
"1277827","1","1","1"
"1278001","1","1","1"
"1278435","3","3","3"
"1278616","7","7","7"
"1278813","4","4","4"
"1279204","11","11","11"
"1279242","5","5","5"
"1279313","3","3","3"
"1279455","4","4","4"
"1279887","5","5","5"
"1280535","8","8","8"
"1281227","7","7","7"
"1281732","5","5","5"
"1282542","11","11","11"
"1282803","4","4","4"
"1283200","3","3","3"
"1283368","6","6","6"
"1283442","2","2","2"
"1283718","7","7","7"
"1284577","1","1","1"
"1284733","3","3","3"
"1284801","5","5","5"
"1285330","7","7","7"
"1285525","10","10","10"
"1286311","1","1","1"
"1286494","2","2","2"
"1287348","12","12","12"
"1287422","11","11","11"
"1288329","0","0","0"
"1288675","0","0","0"
"1288724","6","6","6"
"1288974","8","8","8"
"1289145","4","4","4"
"1289644","10","10","10"
"1290306","9","9","9"
"1291067","7","7","7"
"1291245","6","6","6"
"1291673","5","5","5"
"1291867","9","9","9"
"1292999","5","5","5"
"1293178","2","2","2"
"1293852","4","4","4"
"1294173","3","3","3"
"1294417","3","3","3"
"1294787","3","3","3"
"1294870","12","12","12"
"1295036","2","2","2"
"1295205","5","5","5"
"1295458","3","3","3"
"1295560","4","4","4"
"1296238","0","0","0"
"1297112","5","5","5"
"1297173","0","0","0"
"1297653","8","8","8"
"1298173","2","2","2"
"1298271","1","1","1"
"1299190","9","9","9"
"1299952","11","11","11"
"1300318","1","1","1"
"1300933","5","5","5"
"1301066","7","7","7"
"1302008","7","7","7"
"1302369","2","2","2"
"1302443","11","11","11"
"1302857","2","2","2"
"1303294","2","2","2"
"1303366","3","3","3"
"1303551","6","6","6"
"1304183","5","5","5"
"1304272","7","7","7"
"1305440","12","12","12"
"1305700","12","12","12"
"1305779","7","7","7"
"1306095","5","5","5"
"1306240","7","7","7"
"1306408","7","7","7"
"1306639","5","5","5"
"1307340","12","12","12"
"1307716","3","3","3"
"1307905","6","6","6"
"1308359","1","1","1"
"1308695","3","3","3"
"1308763","4","4","4"
"1309593","2","2","2"
"1309986","0","0","0"
"1310631","4","4","4"
"1310987","11","11","11"
"1311284","5","5","5"
"1311405","4","4","4"
"1311505","1","1","1"
"1312291","9","9","9"
"1312525","10","10","10"
"1312597","3","3","3"
"1315169","0","0","0"
"1316005","5","5","5"
"1316202","14","14","14"
"1316381","3","3","3"
"1316726","3","3","3"
"1317222","2","2","2"
"1317315","6","6","6"
"1317488","2","2","2"
"1317678","7","7","7"
"1318129","13","13","13"
"1318587","5","5","5"
"1318612","11","11","11"
"1318722","7","7","7"
"1319154","3","3","3"
"1319229","5","5","5"
"1319929","6","6","6"
"1320154","2","2","2"
"1320416","2","2","2"
"1320542","8","8","8"
"1320590","4","4","4"
"1320873","4","4","4"
"1321095","4","4","4"
"1322514","11","11","11"
"1322649","4","4","4"
"1323014","4","4","4"
"1323740","3","3","3"
"1323920","2","2","2"
"1324160","1","1","1"
"1324677","6","6","6"
"1324767","7","7","7"
"1326061","1","1","1"
"1326707","5","5","5"
"1326793","4","4","4"
"1326913","3","3","3"
"1327076","4","4","4"
"1327541","10","10","10"
"1327656","4","4","4"
"1328056","5","5","5"
"1328303","4","4","4"
"1328728","9","9","9"
"1328805","1","1","1"
"1328867","2","2","2"
"1328964","4","4","4"
"1329046","13","13","13"
"1329091","3","3","3"
"1329425","2","2","2"
"1329736","8","8","8"
"1329943","5","5","5"
"1330036","5","5","5"
"1330122","9","9","9"
"1331564","9","9","9"
"1333115","2","2","2"
"1333409","1","1","1"
"1334122","2","2","2"
"1334301","1","1","1"
"1334415","8","8","8"
"1334519","1","1","1"
"1334705","4","4","4"
"1335984","5","5","5"
"1336060","2","2","2"
"1336064","2","2","2"
"1336638","15","15","15"
"1336807","3","3","3"
"1336998","2","2","2"
"1337293","5","5","5"
"1338098","6","6","6"
"1338266","9","9","9"
"1338374","3","3","3"
"1339093","7","7","7"
"1339483","10","10","10"
"1339665","3","3","3"
"1339723","8","8","8"
"1340300","10","10","10"
"1340469","0","0","0"
"1341299","3","3","3"
"1341980","3","3","3"
"1342185","5","5","5"
"1342494","3","3","3"
"1343478","8","8","8"
"1343531","3","3","3"
"1343663","2","2","2"
"1343749","5","5","5"
"1344046","9","9","9"
"1344082","3","3","3"
"1344712","4","4","4"
"1345184","3","3","3"
"1345279","18","18","18"
"1346146","2","2","2"
"1346557","9","9","9"
"1347417","7","7","7"
"1347704","5","5","5"
"1347906","10","10","10"
"1348054","5","5","5"
"1348435","10","10","10"
"1348483","5","5","5"
"1349817","7","7","7"
"1349834","4","4","4"
"1350378","3","3","3"
"1350615","1","1","1"
"1351049","3","3","3"
"1351248","8","8","8"
"1351395","5","5","5"
"1352206","14","14","14"
"1352887","2","2","2"
"1353117","4","4","4"
"1353402","2","2","2"
"1353498","2","2","2"
"1353924","7","7","7"
"1354404","7","7","7"
"1354481","6","6","6"
"1354503","10","10","10"
"1354727","2","2","2"
"1355707","3","3","3"
"1355979","5","5","5"
"1356386","0","0","0"
"1357950","6","6","6"
"1358318","4","4","4"
"1358427","4","4","4"
"1358848","7","7","7"
"1359019","3","3","3"
"1359238","7","7","7"
"1359637","6","6","6"
"1359775","13","13","13"
"1360414","2","2","2"
"1361300","12","12","12"
"1361584","6","6","6"
"1362810","0","0","0"
"1363513","3","3","3"
"1363599","4","4","4"
"1363880","15","15","15"
"1364481","9","9","9"
"1364844","10","10","10"
"1365006","1","1","1"
"1365116","9","9","9"
"1365357","12","12","12"
"1365468","7","7","7"
"1365738","2","2","2"
"1365826","3","3","3"
"1365957","5","5","5"
"1366518","5","5","5"
"1366724","3","3","3"
"1366796","3","3","3"
"1366872","7","7","7"
"1367051","1","1","1"
"1367299","4","4","4"
"1367457","6","6","6"
"1368184","2","2","2"
"1368242","8","8","8"
"1368983","6","6","6"
"1369533","6","6","6"
"1369672","13","13","13"
"1370314","5","5","5"
"1370385","3","3","3"
"1371475","7","7","7"
"1372512","7","7","7"
"1373350","9","9","9"
"1373597","3","3","3"
"1374038","6","6","6"
"1374288","7","7","7"
"1374383","8","8","8"
"1374745","6","6","6"
"1374802","5","5","5"
"1375207","6","6","6"
"1375337","14","14","14"
"1375915","2","2","2"
"1376031","4","4","4"
"1376602","7","7","7"
"1376711","5","5","5"
"1377335","5","5","5"
"1377521","2","2","2"
"1378035","16","16","16"
"1378127","0","0","0"
"1378189","5","5","5"
"1378388","1","1","1"
"1378434","2","2","2"
"1378878","5","5","5"
"1379624","0","0","0"
"1380287","8","8","8"
"1380568","1","1","1"
"1383061","8","8","8"
"1383204","9","9","9"
"1383918","7","7","7"
"1384129","4","4","4"
"1384475","11","11","11"
"1385036","3","3","3"
"1385088","8","8","8"
"1385520","8","8","8"
"1386548","7","7","7"
"1386583","3","3","3"
"1386877","3","3","3"
"1387064","5","5","5"
"1388294","7","7","7"
"1388537","8","8","8"
"1388869","5","5","5"
"1389499","1","1","1"
"1390125","4","4","4"
"1390236","7","7","7"
"1390306","10","10","10"
"1390660","7","7","7"
"1391134","9","9","9"
"1391299","3","3","3"
"1392234","5","5","5"
"1392413","4","4","4"
"1392651","9","9","9"
"1392783","4","4","4"
"1393251","6","6","6"
"1393737","11","11","11"
"1394242","5","5","5"
"1394445","0","0","0"
"1394678","11","11","11"
"1394894","12","12","12"
"1396075","3","3","3"
"1396405","3","3","3"
"1396810","5","5","5"
"1397896","5","5","5"
"1398208","2","2","2"
"1399002","4","4","4"
"1399411","3","3","3"
"1399935","1","1","1"
"1399959","1","1","1"
"1400596","6","6","6"
"1400647","8","8","8"
"1400936","3","3","3"
"1401580","10","10","10"
"1401961","8","8","8"
"1402133","3","3","3"
"1403025","13","13","13"
"1404017","6","6","6"
"1404048","10","10","10"
"1404135","9","9","9"
"1404504","3","3","3"
"1404667","4","4","4"
"1404995","2","2","2"
"1405465","9","9","9"
"1406062","10","10","10"
"1406795","2","2","2"
