"Step","11_sazut-tonat-nigonribop - episodic_return","11_sazut-tonat-nigonribop - episodic_return__MIN","11_sazut-tonat-nigonribop - episodic_return__MAX"
"997352","10","10","10"
"997390","10","10","10"
"997453","10","10","10"
"997958","10","10","10"
"998019","10","10","10"
"998178","10","10","10"
"998735","10","10","10"
"998854","10","10","10"
"999656","10","10","10"
"1000840","10","10","10"
"1001109","10","10","10"
"1001201","10","10","10"
"1001923","10","10","10"
"1002264","10","10","10"
"1002637","10","10","10"
"1003336","10","10","10"
"1003650","10","10","10"
"1004119","10","10","10"
"1004885","10","10","10"
"1005710","10","10","10"
"1006595","10","10","10"
"1006727","10","10","10"
"1006990","10","10","10"
"1007226","10","10","10"
"1007421","10","10","10"
"1007950","10","10","10"
"1008130","10","10","10"
"1008269","10","10","10"
"1008325","10","10","10"
"1010558","10","10","10"
"1010759","10","10","10"
"1010825","10","10","10"
"1011461","10","10","10"
"1011522","10","10","10"
"1012184","10","10","10"
"1012562","10","10","10"
"1012612","10","10","10"
"1012942","10","10","10"
"1013833","10","10","10"
"1013957","10","10","10"
"1014108","10","10","10"
"1014352","10","10","10"
"1014706","10","10","10"
"1014846","10","10","10"
"1015007","10","10","10"
"1017093","10","10","10"
"1017350","10","10","10"
"1018329","10","10","10"
"1018583","10","10","10"
"1018775","10","10","10"
"1019175","10","10","10"
"1019608","10","10","10"
"1019831","10","10","10"
"1020038","10","10","10"
"1021184","10","10","10"
"1021710","10","10","10"
"1022424","10","10","10"
"1022517","10","10","10"
"1022534","10","10","10"
"1022681","10","10","10"
"1022983","10","10","10"
"1024141","10","10","10"
"1024206","10","10","10"
"1024416","10","10","10"
"1024591","10","10","10"
"1025067","10","10","10"
"1025096","10","10","10"
"1026241","10","10","10"
"1026328","10","10","10"
"1027271","10","10","10"
"1028550","10","10","10"
"1028870","10","10","10"
"1030528","10","10","10"
"1030864","10","10","10"
"1031802","10","10","10"
"1031937","10","10","10"
"1032078","10","10","10"
"1032640","10","10","10"
"1032779","10","10","10"
"1033102","10","10","10"
"1033691","10","10","10"
"1034124","10","10","10"
"1034816","10","10","10"
"1035016","10","10","10"
"1035373","10","10","10"
"1035474","10","10","10"
"1035591","10","10","10"
"1035795","10","10","10"
"1035860","10","10","10"
"1036101","10","10","10"
"1036424","10","10","10"
"1036486","10","10","10"
"1036586","10","10","10"
"1037443","10","10","10"
"1037906","10","10","10"
"1038555","10","10","10"
"1038595","10","10","10"
"1039169","10","10","10"
"1039944","10","10","10"
"1040006","10","10","10"
"1040195","10","10","10"
"1040307","10","10","10"
"1040514","10","10","10"
"1040961","10","10","10"
"1041467","10","10","10"
"1041537","10","10","10"
"1041744","10","10","10"
"1042049","10","10","10"
"1042455","10","10","10"
"1043024","10","10","10"
"1043224","10","10","10"
"1043274","10","10","10"
"1043601","10","10","10"
"1044419","10","10","10"
"1044489","10","10","10"
"1045509","10","10","10"
"1046101","10","10","10"
"1046195","10","10","10"
"1046290","10","10","10"
"1046370","10","10","10"
"1046857","10","10","10"
"1048131","10","10","10"
"1049090","10","10","10"
"1049419","10","10","10"
"1049488","10","10","10"
"1049537","10","10","10"
"1050059","10","10","10"
"1050374","10","10","10"
"1050517","10","10","10"
"1051201","10","10","10"
"1053156","10","10","10"
"1053702","10","10","10"
"1054235","10","10","10"
"1054467","10","10","10"
"1055062","10","10","10"
"1055320","10","10","10"
"1055880","10","10","10"
"1056021","10","10","10"
"1056325","10","10","10"
"1056522","10","10","10"
"1056647","10","10","10"
"1057161","10","10","10"
"1057795","10","10","10"
"1058328","10","10","10"
"1058374","10","10","10"
"1058550","10","10","10"
"1058597","10","10","10"
"1059527","10","10","10"
"1059939","10","10","10"
"1060614","10","10","10"
"1061120","10","10","10"
"1061514","10","10","10"
"1062044","10","10","10"
"1062458","10","10","10"
"1062534","10","10","10"
"1062729","10","10","10"
"1062800","10","10","10"
"1063063","10","10","10"
"1063680","10","10","10"
"1063888","10","10","10"
"1063958","10","10","10"
"1064071","10","10","10"
"1064465","10","10","10"
"1064804","10","10","10"
"1065097","10","10","10"
"1065309","10","10","10"
"1065697","10","10","10"
"1066141","10","10","10"
"1066178","10","10","10"
"1066264","10","10","10"
"1066440","10","10","10"
"1066716","10","10","10"
"1066950","10","10","10"
"1067010","10","10","10"
"1067104","10","10","10"
"1067480","10","10","10"
"1067807","0","0","0"
"1067933","10","10","10"
"1068068","10","10","10"
"1068327","10","10","10"
"1068630","10","10","10"
"1069776","10","10","10"
"1070046","10","10","10"
"1070862","10","10","10"
"1071424","10","10","10"
"1071822","10","10","10"
"1072082","10","10","10"
"1072219","10","10","10"
"1072428","10","10","10"
"1072536","10","10","10"
"1073185","10","10","10"
"1074383","0","0","0"
"1074500","10","10","10"
"1074720","10","10","10"
"1074782","10","10","10"
"1075166","10","10","10"
"1075225","10","10","10"
"1075588","10","10","10"
"1075661","0","0","0"
"1075983","10","10","10"
"1076747","10","10","10"
"1077458","10","10","10"
"1077696","10","10","10"
"1077844","10","10","10"
"1078572","10","10","10"
"1078610","10","10","10"
"1078729","10","10","10"
"1078822","10","10","10"
"1078927","10","10","10"
"1079035","10","10","10"
"1079310","10","10","10"
"1079544","10","10","10"
"1079609","10","10","10"
"1080048","10","10","10"
"1080242","10","10","10"
"1080927","10","10","10"
"1080974","10","10","10"
"1082076","10","10","10"
"1082389","10","10","10"
"1082447","10","10","10"
"1082692","10","10","10"
"1082889","10","10","10"
"1082978","0","0","0"
"1083057","10","10","10"
"1083116","10","10","10"
"1084118","10","10","10"
"1084485","10","10","10"
"1084697","10","10","10"
"1084753","10","10","10"
"1084962","10","10","10"
"1085135","10","10","10"
"1085203","10","10","10"
"1085774","10","10","10"
"1085827","10","10","10"
"1086058","10","10","10"
"1086157","10","10","10"
"1086345","10","10","10"
"1086930","10","10","10"
"1087368","10","10","10"
"1087435","10","10","10"
"1088265","10","10","10"
"1088446","10","10","10"
"1088515","10","10","10"
"1088593","10","10","10"
"1089230","10","10","10"
"1089398","10","10","10"
"1089539","10","10","10"
"1090010","10","10","10"
"1090156","10","10","10"
"1090330","10","10","10"
"1090440","10","10","10"
"1090564","10","10","10"
"1090983","10","10","10"
"1091337","10","10","10"
"1092360","10","10","10"
"1092667","10","10","10"
"1092750","10","10","10"
"1093573","10","10","10"
"1093836","10","10","10"
"1093905","10","10","10"
"1095180","10","10","10"
"1095260","10","10","10"
"1095309","10","10","10"
"1095492","10","10","10"
"1095555","10","10","10"
"1095624","10","10","10"
"1095965","10","10","10"
"1096463","10","10","10"
"1096729","10","10","10"
"1096810","10","10","10"
"1097604","10","10","10"
"1097666","10","10","10"
"1097732","10","10","10"
"1097829","10","10","10"
"1098452","10","10","10"
"1098820","10","10","10"
"1099026","10","10","10"
"1099444","10","10","10"
"1099532","10","10","10"
"1099717","10","10","10"
"1099779","10","10","10"
"1100100","10","10","10"
"1100176","10","10","10"
"1100480","10","10","10"
"1100813","10","10","10"
"1101060","10","10","10"
"1101195","10","10","10"
"1101393","10","10","10"
"1101470","10","10","10"
"1101868","10","10","10"
"1102220","10","10","10"
"1102475","10","10","10"
"1103506","10","10","10"
"1103636","10","10","10"
"1103966","10","10","10"
"1104294","10","10","10"
"1104468","10","10","10"
"1104587","10","10","10"
"1104838","10","10","10"
"1105042","10","10","10"
"1106128","10","10","10"
"1106305","10","10","10"
"1106725","10","10","10"
"1107010","10","10","10"
"1107079","10","10","10"
"1107559","10","10","10"
"1107587","10","10","10"
"1108044","10","10","10"
"1108492","10","10","10"
"1109194","0","0","0"
"1109839","10","10","10"
"1110661","10","10","10"
"1110812","10","10","10"
"1111363","10","10","10"
"1111667","10","10","10"
"1111940","10","10","10"
"1112159","10","10","10"
"1112262","10","10","10"
"1112711","10","10","10"
"1112909","10","10","10"
"1112980","10","10","10"
"1113236","10","10","10"
"1114538","10","10","10"
"1114894","10","10","10"
"1115442","10","10","10"
"1117444","10","10","10"
"1117791","10","10","10"
"1118680","10","10","10"
"1119939","10","10","10"
"1120030","10","10","10"
"1120596","10","10","10"
"1120898","10","10","10"
"1120977","10","10","10"
"1121231","10","10","10"
"1122183","10","10","10"
"1122591","10","10","10"
"1122635","10","10","10"
"1122772","10","10","10"
"1123600","10","10","10"
"1123954","10","10","10"
"1124260","10","10","10"
"1124810","10","10","10"
"1124953","10","10","10"
"1125356","10","10","10"
"1125467","10","10","10"
"1125714","10","10","10"
"1126215","10","10","10"
"1126534","10","10","10"
"1126669","10","10","10"
"1126795","10","10","10"
"1127621","10","10","10"
"1128390","10","10","10"
"1128528","10","10","10"
"1128774","10","10","10"
"1128904","0","0","0"
"1129110","10","10","10"
"1129220","10","10","10"
"1129739","10","10","10"
"1130005","10","10","10"
"1130820","10","10","10"
"1131223","10","10","10"
"1131345","10","10","10"
"1131569","10","10","10"
"1131672","10","10","10"
"1132240","10","10","10"
"1132372","10","10","10"
"1132480","0","0","0"
"1132940","10","10","10"
"1133587","10","10","10"
"1133801","10","10","10"
"1134535","10","10","10"
"1134625","10","10","10"
"1135336","10","10","10"
"1135574","10","10","10"
"1137317","10","10","10"
"1137543","10","10","10"
"1137874","10","10","10"
"1137924","10","10","10"
"1138813","0","0","0"
"1138893","10","10","10"
"1138965","10","10","10"
"1139200","10","10","10"
"1139471","10","10","10"
"1139556","10","10","10"
"1140055","10","10","10"
"1140688","10","10","10"
"1141396","10","10","10"
"1142483","10","10","10"
"1142805","10","10","10"
"1143507","10","10","10"
"1143751","10","10","10"
"1143843","10","10","10"
"1144149","10","10","10"
"1144676","10","10","10"
"1145237","10","10","10"
"1145753","10","10","10"
"1146132","10","10","10"
"1146189","10","10","10"
"1146540","10","10","10"
"1146596","10","10","10"
"1147761","10","10","10"
"1148160","10","10","10"
"1149660","10","10","10"
"1149971","10","10","10"
"1150120","10","10","10"
"1150282","10","10","10"
"1150615","10","10","10"
"1150809","10","10","10"
"1151078","10","10","10"
"1151189","10","10","10"
"1151642","10","10","10"
"1151809","10","10","10"
"1153737","10","10","10"
"1154380","10","10","10"
"1154508","10","10","10"
"1154814","10","10","10"
"1154903","10","10","10"
"1155407","10","10","10"
"1155779","10","10","10"
"1156245","10","10","10"
"1156414","10","10","10"
"1157377","10","10","10"
"1157495","10","10","10"
"1157608","10","10","10"
"1157633","10","10","10"
"1158537","10","10","10"
"1159235","10","10","10"
"1159836","10","10","10"
"1160553","10","10","10"
"1160577","10","10","10"
"1161793","10","10","10"
"1162237","10","10","10"
"1162563","10","10","10"
"1162628","10","10","10"
"1163393","10","10","10"
"1163524","10","10","10"
"1164430","10","10","10"
"1165768","10","10","10"
"1165876","10","10","10"
"1165905","10","10","10"
"1166403","10","10","10"
"1166548","10","10","10"
"1166788","10","10","10"
"1167105","10","10","10"
"1167403","10","10","10"
"1167428","10","10","10"
"1167896","10","10","10"
"1167977","10","10","10"
"1168006","10","10","10"
"1168136","10","10","10"
"1168399","10","10","10"
"1168460","10","10","10"
"1168710","10","10","10"
"1169072","10","10","10"
"1169817","10","10","10"
"1169859","10","10","10"
"1170259","10","10","10"
"1170458","10","10","10"
"1171287","10","10","10"
"1173462","10","10","10"
"1173652","10","10","10"
"1174023","10","10","10"
"1174252","10","10","10"
"1174342","10","10","10"
"1174914","10","10","10"
"1175239","10","10","10"
"1175654","10","10","10"
"1175875","10","10","10"
"1176849","10","10","10"
"1177687","10","10","10"
"1178136","10","10","10"
"1179104","10","10","10"
"1179461","10","10","10"
"1179659","10","10","10"
"1179714","10","10","10"
"1180068","10","10","10"
"1180354","10","10","10"
"1181145","10","10","10"
"1181445","10","10","10"
"1181528","10","10","10"
"1181570","10","10","10"
"1182030","10","10","10"
"1182356","10","10","10"
"1182829","10","10","10"
"1182868","10","10","10"
"1183671","10","10","10"
"1183746","10","10","10"
"1184626","10","10","10"
"1185096","10","10","10"
"1185602","10","10","10"
"1186056","10","10","10"
"1186152","10","10","10"
"1186641","10","10","10"
"1186953","10","10","10"
"1187123","10","10","10"
"1187479","10","10","10"
"1187969","10","10","10"
"1188247","10","10","10"
"1188684","10","10","10"
"1188808","10","10","10"
"1189660","10","10","10"
"1189784","10","10","10"
"1190481","10","10","10"
"1191892","10","10","10"
"1192077","10","10","10"
"1192267","10","10","10"
"1192455","10","10","10"
"1192705","10","10","10"
"1192937","10","10","10"
"1193345","10","10","10"
"1193612","10","10","10"
"1193808","10","10","10"
"1193944","10","10","10"
"1194248","10","10","10"
"1194765","10","10","10"
"1194851","10","10","10"
"1194909","10","10","10"
"1195080","10","10","10"
"1195333","10","10","10"
"1195476","10","10","10"
"1196096","10","10","10"
"1196568","10","10","10"
"1197278","10","10","10"
"1198038","10","10","10"
"1198608","10","10","10"
"1198789","10","10","10"
"1198876","10","10","10"
"1198913","10","10","10"
"1199059","10","10","10"
"1199842","10","10","10"
"1199893","10","10","10"
"1199944","10","10","10"
"1200013","10","10","10"
"1200320","10","10","10"
"1201087","10","10","10"
"1201634","10","10","10"
"1202778","10","10","10"
"1203094","10","10","10"
"1203171","10","10","10"
"1204360","10","10","10"
"1204431","10","10","10"
"1204888","10","10","10"
"1205012","10","10","10"
"1205076","10","10","10"
"1205389","10","10","10"
"1205901","10","10","10"
"1206243","10","10","10"
"1206634","10","10","10"
"1208021","10","10","10"
"1208808","10","10","10"
"1208850","10","10","10"
"1209441","10","10","10"
"1210017","10","10","10"
"1210450","10","10","10"
"1210705","10","10","10"
"1211140","10","10","10"
"1212237","10","10","10"
"1212289","10","10","10"
"1212445","10","10","10"
"1212932","10","10","10"
"1213146","10","10","10"
"1213466","10","10","10"
"1213544","10","10","10"
"1213761","10","10","10"
"1214103","10","10","10"
"1215197","10","10","10"
"1215381","10","10","10"
"1215645","10","10","10"
"1216086","10","10","10"
"1216852","10","10","10"
"1217677","10","10","10"
"1217934","10","10","10"
"1218180","10","10","10"
"1218668","10","10","10"
"1218883","10","10","10"
"1218964","10","10","10"
"1219213","10","10","10"
"1219471","10","10","10"
"1219802","10","10","10"
"1220109","10","10","10"
"1220318","10","10","10"
"1221570","10","10","10"
"1221952","10","10","10"
"1222991","10","10","10"
"1223364","10","10","10"
"1223566","10","10","10"
"1223757","10","10","10"
"1223888","10","10","10"
"1224004","10","10","10"
"1224745","10","10","10"
"1225219","10","10","10"
"1225744","10","10","10"
"1226051","10","10","10"
"1226220","10","10","10"
"1226257","10","10","10"
"1226385","10","10","10"
"1226614","10","10","10"
"1226718","10","10","10"
"1226828","10","10","10"
"1227015","10","10","10"
"1227110","10","10","10"
"1227161","10","10","10"
"1227223","10","10","10"
"1227290","10","10","10"
"1227564","10","10","10"
"1228658","10","10","10"
"1228804","10","10","10"
"1229120","10","10","10"
"1229517","10","10","10"
"1229644","10","10","10"
"1229727","10","10","10"
"1230775","10","10","10"
"1231767","10","10","10"
"1232070","10","10","10"
"1232146","10","10","10"
"1232195","10","10","10"
"1232666","10","10","10"
"1232898","10","10","10"
"1232977","10","10","10"
"1233484","10","10","10"
"1234756","10","10","10"
"1235522","10","10","10"
"1236528","10","10","10"
"1236612","10","10","10"
"1237187","10","10","10"
"1237321","10","10","10"
"1237681","10","10","10"
"1237709","10","10","10"
"1237911","10","10","10"
"1238878","10","10","10"
"1239872","10","10","10"
"1240563","0","0","0"
"1241476","10","10","10"
"1241947","10","10","10"
"1243207","10","10","10"
"1243717","10","10","10"
"1244546","10","10","10"
"1244712","10","10","10"
"1245144","10","10","10"
"1245573","10","10","10"
"1245698","10","10","10"
"1245834","10","10","10"
"1246136","10","10","10"
"1246148","10","10","10"
"1246308","10","10","10"
"1246428","10","10","10"
"1247387","10","10","10"
"1247682","10","10","10"
"1248594","10","10","10"
"1249960","10","10","10"
"1250269","10","10","10"
"1250436","10","10","10"
"1250817","10","10","10"
"1250960","10","10","10"
"1252487","10","10","10"
"1252610","10","10","10"
"1252744","10","10","10"
"1253360","10","10","10"
"1253700","10","10","10"
"1254019","10","10","10"
"1254225","10","10","10"
"1254413","10","10","10"
"1254528","10","10","10"
"1254940","10","10","10"
"1255682","10","10","10"
"1256360","10","10","10"
"1256507","10","10","10"
"1256796","10","10","10"
"1257233","10","10","10"
"1257434","10","10","10"
"1257564","10","10","10"
"1257824","10","10","10"
"1257857","10","10","10"
"1258560","10","10","10"
"1258975","10","10","10"
"1259137","10","10","10"
"1259415","10","10","10"
"1259610","10","10","10"
"1259660","10","10","10"
"1259802","10","10","10"
"1259999","10","10","10"
"1260544","10","10","10"
"1260753","10","10","10"
"1261436","10","10","10"
"1263181","10","10","10"
"1263258","10","10","10"
"1263598","10","10","10"
"1263884","10","10","10"
"1263937","10","10","10"
"1264270","10","10","10"
"1265219","10","10","10"
"1265667","10","10","10"
"1265882","10","10","10"
"1266129","10","10","10"
"1266768","10","10","10"
"1266888","10","10","10"
"1266956","10","10","10"
"1267430","10","10","10"
"1267761","10","10","10"
"1267797","10","10","10"
"1268224","10","10","10"
"1269202","10","10","10"
"1270797","10","10","10"
"1271945","10","10","10"
"1272400","10","10","10"
"1272779","10","10","10"
"1273689","10","10","10"
"1273808","10","10","10"
"1274313","10","10","10"
"1274444","10","10","10"
"1274763","10","10","10"
"1274870","10","10","10"
"1275353","10","10","10"
"1275463","10","10","10"
"1276295","10","10","10"
"1276888","10","10","10"
"1277005","10","10","10"
"1277388","10","10","10"
"1277468","10","10","10"
"1278231","10","10","10"
"1278615","10","10","10"
"1278988","10","10","10"
"1279286","10","10","10"
"1280064","10","10","10"
"1280263","10","10","10"
"1280576","10","10","10"
"1281069","10","10","10"
"1281203","10","10","10"
"1281318","10","10","10"
"1281546","0","0","0"
"1282225","10","10","10"
"1282645","10","10","10"
"1282792","10","10","10"
"1283179","10","10","10"
"1283226","10","10","10"
"1283913","10","10","10"
"1283990","10","10","10"
"1284129","10","10","10"
"1284245","10","10","10"
"1284880","10","10","10"
"1284937","10","10","10"
"1285033","10","10","10"
"1285211","10","10","10"
"1285347","10","10","10"
"1285983","10","10","10"
"1286538","10","10","10"
"1286830","10","10","10"
"1287062","10","10","10"
"1287108","10","10","10"
"1287440","10","10","10"
"1289237","10","10","10"
"1289387","10","10","10"
"1289664","10","10","10"
"1290899","10","10","10"
"1291839","10","10","10"
"1291846","10","10","10"
"1292492","10","10","10"
"1292566","10","10","10"
"1292628","10","10","10"
"1293380","10","10","10"
"1293547","10","10","10"
"1293973","10","10","10"
"1294297","10","10","10"
"1294345","10","10","10"
"1294720","10","10","10"
"1294846","10","10","10"
"1295495","10","10","10"
"1295590","10","10","10"
"1296528","10","10","10"
"1297159","10","10","10"
"1298776","10","10","10"
"1299019","10","10","10"
"1300015","10","10","10"
"1300764","10","10","10"
"1300971","10","10","10"
"1301184","10","10","10"
"1301574","10","10","10"
"1302536","10","10","10"
"1302678","10","10","10"
"1303064","10","10","10"
"1303112","10","10","10"
"1303314","10","10","10"
"1303435","10","10","10"
"1304094","10","10","10"
"1304717","10","10","10"
"1305006","10","10","10"
"1305434","10","10","10"
"1305771","10","10","10"
"1305794","10","10","10"
"1306615","10","10","10"
"1306872","10","10","10"
"1306887","10","10","10"
"1306995","10","10","10"
"1307394","10","10","10"
"1307544","10","10","10"
"1307812","10","10","10"
"1307843","10","10","10"
"1308561","10","10","10"
"1309072","10","10","10"
"1309148","10","10","10"
"1309252","10","10","10"
"1309442","10","10","10"
"1309836","10","10","10"
"1310082","10","10","10"
"1310274","10","10","10"
"1310616","10","10","10"
"1310791","10","10","10"
"1310984","10","10","10"
"1311371","10","10","10"
"1311497","10","10","10"
"1311632","10","10","10"
"1312525","10","10","10"
"1312585","10","10","10"
"1312676","10","10","10"
"1313000","10","10","10"
"1313318","10","10","10"
"1313350","10","10","10"
"1314246","10","10","10"
"1314505","10","10","10"
"1314756","10","10","10"
"1314886","10","10","10"
"1315660","10","10","10"
"1315846","10","10","10"
"1316560","10","10","10"
"1317518","10","10","10"
"1317691","10","10","10"
"1317766","10","10","10"
"1318279","10","10","10"
"1319292","10","10","10"
"1319586","10","10","10"
"1319620","10","10","10"
"1320460","10","10","10"
"1321542","10","10","10"
"1321671","10","10","10"
"1322447","10","10","10"
"1322692","10","10","10"
"1322800","10","10","10"
"1323877","10","10","10"
"1324218","10","10","10"
"1324361","10","10","10"
"1324745","10","10","10"
"1325573","10","10","10"
"1325968","10","10","10"
"1326105","10","10","10"
"1326340","10","10","10"
"1326472","10","10","10"
"1326725","10","10","10"
"1326785","10","10","10"
"1327449","10","10","10"
"1328208","10","10","10"
"1328468","10","10","10"
"1328561","10","10","10"
"1328964","10","10","10"
"1329291","10","10","10"
"1329672","10","10","10"
"1329804","10","10","10"
"1329866","10","10","10"
"1330280","10","10","10"
"1330713","10","10","10"
"1331013","10","10","10"
"1331371","10","10","10"
"1331591","10","10","10"
"1331724","10","10","10"
"1332224","10","10","10"
"1332628","10","10","10"
"1333232","10","10","10"
"1333462","10","10","10"
"1333637","10","10","10"
"1334352","10","10","10"
"1335488","10","10","10"
"1335622","10","10","10"
"1336134","10","10","10"
"1336366","10","10","10"
"1336435","10","10","10"
"1337120","10","10","10"
"1337490","10","10","10"
"1337995","10","10","10"
"1338112","10","10","10"
"1339193","10","10","10"
"1339211","10","10","10"
"1339748","10","10","10"
"1339810","10","10","10"
"1340676","10","10","10"
"1340871","10","10","10"
"1341462","10","10","10"
"1341897","10","10","10"
"1342084","10","10","10"
"1342567","10","10","10"
"1343233","10","10","10"
"1343684","10","10","10"
"1343839","10","10","10"
"1343972","10","10","10"
"1344286","10","10","10"
"1345001","10","10","10"
"1345219","0","0","0"
"1345666","10","10","10"
"1345767","10","10","10"
"1345908","10","10","10"
"1346048","10","10","10"
"1347395","10","10","10"
"1347649","10","10","10"
"1348033","10","10","10"
"1348111","10","10","10"
"1348304","10","10","10"
"1348420","10","10","10"
"1348642","10","10","10"
"1348687","10","10","10"
"1349360","10","10","10"
"1349827","10","10","10"
"1349956","10","10","10"
"1350430","10","10","10"
"1351489","10","10","10"
"1351746","10","10","10"
"1352465","10","10","10"
"1352841","10","10","10"
"1352908","10","10","10"
"1353232","10","10","10"
"1353288","10","10","10"
"1354381","10","10","10"
"1354832","10","10","10"
"1354948","10","10","10"
"1355916","10","10","10"
"1356169","10","10","10"
"1356278","10","10","10"
"1356322","10","10","10"
"1356353","10","10","10"
"1356829","0","0","0"
"1357133","10","10","10"
"1359043","10","10","10"
"1359168","10","10","10"
"1359361","10","10","10"
"1360020","10","10","10"
"1360080","10","10","10"
"1360432","10","10","10"
"1360514","10","10","10"
"1360774","10","10","10"
"1361216","10","10","10"
"1361856","10","10","10"
"1362058","0","0","0"
"1363328","10","10","10"
"1363461","10","10","10"
"1363713","10","10","10"
"1363818","10","10","10"
"1364228","10","10","10"
"1364309","10","10","10"
"1364365","10","10","10"
"1364672","10","10","10"
"1365174","10","10","10"
"1365338","10","10","10"
"1365389","10","10","10"
"1365456","10","10","10"
"1365512","10","10","10"
"1365644","10","10","10"
"1365986","10","10","10"
"1366094","10","10","10"
"1366801","10","10","10"
"1367110","10","10","10"
"1367296","10","10","10"
"1367528","10","10","10"
"1367745","10","10","10"
"1368090","10","10","10"
"1369162","10","10","10"
"1369281","10","10","10"
"1369347","10","10","10"
"1369866","10","10","10"
"1370246","10","10","10"
"1371753","10","10","10"
"1372096","10","10","10"
"1372816","10","10","10"
"1373572","10","10","10"
"1373776","10","10","10"
"1373845","10","10","10"
"1374306","10","10","10"
"1374792","10","10","10"
"1375116","10","10","10"
"1375181","10","10","10"
"1375387","10","10","10"
"1375427","10","10","10"
"1375877","10","10","10"
"1376386","10","10","10"
"1376586","10","10","10"
"1377034","10","10","10"
"1377284","10","10","10"
"1377347","10","10","10"
"1377435","10","10","10"
"1377566","10","10","10"
"1379332","10","10","10"
"1379587","10","10","10"
"1379776","10","10","10"
"1380311","10","10","10"
"1380691","10","10","10"
"1381265","10","10","10"
"1382156","10","10","10"
"1382405","10","10","10"
"1382876","10","10","10"
"1383129","10","10","10"
"1383774","10","10","10"
"1384185","10","10","10"
"1385352","10","10","10"
"1385991","10","10","10"
"1386262","0","0","0"
"1386368","10","10","10"
"1386628","10","10","10"
"1387558","10","10","10"
"1389258","10","10","10"
"1389400","10","10","10"
"1389598","10","10","10"
"1390314","10","10","10"
"1390504","10","10","10"
"1390731","10","10","10"
"1391696","10","10","10"
"1391751","10","10","10"
"1391823","10","10","10"
"1392138","10","10","10"
"1392594","10","10","10"
"1392642","10","10","10"
"1392911","10","10","10"
"1393633","10","10","10"
"1394082","10","10","10"
"1394142","10","10","10"
"1394335","10","10","10"
"1394445","10","10","10"
"1395339","10","10","10"
"1396373","10","10","10"
"1396810","10","10","10"
"1396948","10","10","10"
"1397831","10","10","10"
"1398402","10","10","10"
"1398554","10","10","10"
"1398639","10","10","10"
"1398846","10","10","10"
"1398912","10","10","10"
"1399146","10","10","10"
"1399234","10","10","10"
"1399378","10","10","10"
"1399580","10","10","10"
"1399930","10","10","10"
"1400212","10","10","10"
"1400468","10","10","10"
"1401497","10","10","10"
"1401729","10","10","10"
"1402050","10","10","10"
"1402261","10","10","10"
"1402319","10","10","10"
"1403420","10","10","10"
"1403476","10","10","10"
"1403932","10","10","10"
"1404111","10","10","10"
"1404501","10","10","10"
"1404845","10","10","10"
"1406066","10","10","10"
"1406091","10","10","10"
"1406899","10","10","10"
"1408128","10","10","10"
"1408325","10","10","10"
"1408470","10","10","10"
"1408914","10","10","10"
"1408966","0","0","0"
"1409289","10","10","10"
"1409623","10","10","10"
"1409793","10","10","10"
"1409960","10","10","10"
"1411431","10","10","10"
"1411637","10","10","10"
"1412328","10","10","10"
"1413248","10","10","10"
"1413318","10","10","10"
"1413865","10","10","10"
"1414035","0","0","0"
"1414209","10","10","10"
"1414544","10","10","10"
"1415009","10","10","10"
"1415049","10","10","10"
"1415283","10","10","10"
"1417281","10","10","10"
"1417397","10","10","10"
"1417761","10","10","10"
"1418663","10","10","10"
"1418821","10","10","10"
"1419165","10","10","10"
"1419367","10","10","10"
"1419427","10","10","10"
"1419941","10","10","10"
"1420102","10","10","10"
"1420691","10","10","10"
"1422184","10","10","10"
"1422555","10","10","10"
"1422865","10","10","10"
"1423527","10","10","10"
"1423947","10","10","10"
"1424204","10","10","10"
"1424347","10","10","10"
"1424513","10","10","10"
"1424780","10","10","10"
"1425733","10","10","10"
"1426267","10","10","10"
"1426462","10","10","10"
"1426528","10","10","10"
"1426591","10","10","10"
"1426705","10","10","10"
"1426880","10","10","10"
"1427547","10","10","10"
"1428063","10","10","10"
"1428369","10","10","10"
"1428480","10","10","10"
"1428753","10","10","10"
"1428928","10","10","10"
"1429797","10","10","10"
"1430262","10","10","10"
"1430785","10","10","10"
"1431115","10","10","10"
"1431808","10","10","10"
"1431943","0","0","0"
"1432018","10","10","10"
"1432196","10","10","10"
"1432449","10","10","10"
"1433445","10","10","10"
"1434003","10","10","10"
"1434189","10","10","10"
"1434501","10","10","10"
"1435482","10","10","10"
"1435557","10","10","10"
"1435660","10","10","10"
"1435919","10","10","10"
"1436355","10","10","10"
"1436417","10","10","10"
"1436480","10","10","10"
"1436857","10","10","10"
"1437251","10","10","10"
"1437323","10","10","10"
"1437649","10","10","10"
"1437849","10","10","10"
"1438105","10","10","10"
"1439173","10","10","10"
"1439233","10","10","10"
"1439378","10","10","10"
"1439427","10","10","10"
"1440193","10","10","10"
"1440986","10","10","10"
"1443319","10","10","10"
"1443330","10","10","10"
"1443461","10","10","10"
"1443605","10","10","10"
"1444421","10","10","10"
"1444576","10","10","10"
"1445011","10","10","10"
"1445214","10","10","10"
"1445296","10","10","10"
"1445313","10","10","10"
"1447192","10","10","10"
"1447249","10","10","10"
"1448000","10","10","10"
"1449227","10","10","10"
"1449417","10","10","10"
"1449675","10","10","10"
"1450001","10","10","10"
"1450096","10","10","10"
"1451275","10","10","10"
"1451555","10","10","10"
"1452392","10","10","10"
