"Step","11_sazut-tonat-nigonribop - episodic_return","11_sazut-tonat-nigonribop - episodic_return__MIN","11_sazut-tonat-nigonribop - episodic_return__MAX"
"2049557","10","10","10"
"2050070","0","0","0"
"2050202","10","10","10"
"2050306","10","10","10"
"2051305","10","10","10"
"2051458","10","10","10"
"2052381","10","10","10"
"2052611","10","10","10"
"2053172","10","10","10"
"2056192","10","10","10"
"2056451","10","10","10"
"2056978","10","10","10"
"2057043","10","10","10"
"2057476","10","10","10"
"2058073","10","10","10"
"2058673","10","10","10"
"2058978","10","10","10"
"2059073","10","10","10"
"2059342","10","10","10"
"2059890","10","10","10"
"2062259","10","10","10"
"2062283","0","0","0"
"2062464","10","10","10"
"2062542","10","10","10"
"2063064","10","10","10"
"2063527","10","10","10"
"2064902","10","10","10"
"2065560","10","10","10"
"2065793","10","10","10"
"2066072","10","10","10"
"2066244","10","10","10"
"2066310","10","10","10"
"2066371","10","10","10"
"2066615","10","10","10"
"2066649","10","10","10"
"2066848","10","10","10"
"2066894","10","10","10"
"2067805","10","10","10"
"2068184","10","10","10"
"2070337","10","10","10"
"2070919","10","10","10"
"2070990","10","10","10"
"2071107","10","10","10"
"2071745","10","10","10"
"2071941","10","10","10"
"2072231","10","10","10"
"2072519","10","10","10"
"2072965","10","10","10"
"2073203","10","10","10"
"2074500","10","10","10"
"2074837","10","10","10"
"2075238","10","10","10"
"2075536","10","10","10"
"2075681","10","10","10"
"2076117","10","10","10"
"2076583","10","10","10"
"2077328","10","10","10"
"2077608","10","10","10"
"2078426","10","10","10"
"2078467","10","10","10"
"2079297","10","10","10"
"2079402","10","10","10"
"2080109","10","10","10"
"2080393","10","10","10"
"2080716","10","10","10"
"2081729","10","10","10"
"2081899","10","10","10"
"2082187","10","10","10"
"2082241","10","10","10"
"2082339","10","10","10"
"2082885","10","10","10"
"2083487","10","10","10"
"2083932","10","10","10"
"2084651","10","10","10"
"2085379","10","10","10"
"2085513","10","10","10"
"2085707","10","10","10"
"2086083","10","10","10"
"2086490","10","10","10"
"2086541","10","10","10"
"2086747","10","10","10"
"2086917","10","10","10"
"2087055","10","10","10"
"2087311","10","10","10"
"2087451","10","10","10"
"2087555","10","10","10"
"2088629","10","10","10"
"2088651","10","10","10"
"2088901","10","10","10"
"2089039","10","10","10"
"2089229","10","10","10"
"2089292","10","10","10"
"2089509","0","0","0"
"2089553","10","10","10"
"2089675","10","10","10"
"2089795","10","10","10"
"2089861","10","10","10"
"2090062","10","10","10"
"2090241","10","10","10"
"2090461","10","10","10"
"2090523","10","10","10"
"2090593","10","10","10"
"2090769","10","10","10"
"2091284","10","10","10"
"2091413","10","10","10"
"2091595","10","10","10"
"2092353","10","10","10"
"2092559","10","10","10"
"2092636","10","10","10"
"2092820","10","10","10"
"2092933","10","10","10"
"2093061","10","10","10"
"2093707","10","10","10"
"2093847","10","10","10"
"2093961","10","10","10"
"2094163","0","0","0"
"2094291","10","10","10"
"2094490","10","10","10"
"2094992","10","10","10"
"2095389","10","10","10"
"2095564","10","10","10"
"2096012","10","10","10"
"2096220","10","10","10"
"2096525","10","10","10"
"2096651","10","10","10"
"2096715","10","10","10"
"2096832","10","10","10"
"2096989","10","10","10"
"2097025","10","10","10"
"2097344","10","10","10"
"2097473","10","10","10"
"2097808","10","10","10"
"2097932","10","10","10"
"2098452","10","10","10"
"2098625","10","10","10"
"2098906","10","10","10"
"2099215","10","10","10"
"2099297","10","10","10"
"2100674","10","10","10"
"2100762","10","10","10"
"2101350","10","10","10"
"2101387","10","10","10"
"2101573","10","10","10"
"2101954","10","10","10"
"2102082","10","10","10"
"2102467","10","10","10"
"2102533","10","10","10"
"2102682","10","10","10"
"2102725","10","10","10"
"2102793","10","10","10"
"2103324","10","10","10"
"2103370","10","10","10"
"2103603","10","10","10"
"2103702","10","10","10"
"2104129","10","10","10"
"2104217","10","10","10"
"2104337","10","10","10"
"2104393","10","10","10"
"2104464","10","10","10"
"2104841","10","10","10"
"2105039","10","10","10"
"2106731","10","10","10"
"2106924","10","10","10"
"2107146","10","10","10"
"2107269","10","10","10"
"2107786","10","10","10"
"2108613","10","10","10"
"2108819","10","10","10"
"2109388","10","10","10"
"2109530","10","10","10"
"2110469","10","10","10"
"2112000","10","10","10"
"2112087","10","10","10"
"2112200","10","10","10"
"2112595","10","10","10"
"2113088","10","10","10"
"2113421","10","10","10"
"2113562","10","10","10"
"2113760","10","10","10"
"2114438","0","0","0"
"2114509","10","10","10"
"2115201","10","10","10"
"2115351","10","10","10"
"2115525","10","10","10"
"2115595","10","10","10"
"2115803","10","10","10"
"2115969","10","10","10"
"2116441","10","10","10"
"2116819","10","10","10"
"2116933","10","10","10"
"2117078","10","10","10"
"2117644","10","10","10"
"2117910","10","10","10"
"2118150","10","10","10"
"2118495","10","10","10"
"2118976","10","10","10"
"2119246","10","10","10"
"2119493","10","10","10"
"2119562","10","10","10"
"2119629","10","10","10"
"2119680","10","10","10"
"2120198","10","10","10"
"2120264","10","10","10"
"2120349","10","10","10"
"2120389","10","10","10"
"2121434","10","10","10"
"2121562","10","10","10"
"2121651","10","10","10"
"2122382","10","10","10"
"2122594","10","10","10"
"2123291","10","10","10"
"2123553","10","10","10"
"2123637","10","10","10"
"2123731","10","10","10"
"2124038","10","10","10"
"2124302","10","10","10"
"2125053","10","10","10"
"2125509","10","10","10"
"2126272","10","10","10"
"2126342","10","10","10"
"2126494","10","10","10"
"2126550","10","10","10"
"2126824","10","10","10"
"2126848","10","10","10"
"2127135","10","10","10"
"2127581","10","10","10"
"2128367","10","10","10"
"2128714","10","10","10"
"2129453","10","10","10"
"2129738","10","10","10"
"2130710","10","10","10"
"2130898","10","10","10"
"2131353","10","10","10"
"2131726","10","10","10"
"2131904","10","10","10"
"2132187","10","10","10"
"2132488","10","10","10"
"2132666","10","10","10"
"2133071","10","10","10"
"2133320","10","10","10"
"2134157","10","10","10"
"2134295","10","10","10"
"2134898","10","10","10"
"2134984","10","10","10"
"2135499","10","10","10"
"2135595","10","10","10"
"2135624","10","10","10"
"2136369","10","10","10"
"2136988","10","10","10"
"2137090","10","10","10"
"2137488","10","10","10"
"2137735","10","10","10"
"2138147","10","10","10"
"2138324","10","10","10"
"2139535","10","10","10"
"2139722","10","10","10"
"2139776","10","10","10"
"2139986","10","10","10"
"2140235","10","10","10"
"2140498","10","10","10"
"2140680","10","10","10"
"2140962","10","10","10"
"2141087","10","10","10"
"2141269","10","10","10"
"2141835","10","10","10"
"2142016","10","10","10"
"2142108","10","10","10"
"2142528","10","10","10"
"2142920","10","10","10"
"2143408","10","10","10"
"2144136","10","10","10"
"2144258","10","10","10"
"2145437","10","10","10"
"2145730","10","10","10"
"2146261","10","10","10"
"2146691","10","10","10"
"2147888","10","10","10"
"2149069","10","10","10"
"2149320","10","10","10"
"2149584","10","10","10"
"2150168","10","10","10"
"2150473","10","10","10"
"2150596","10","10","10"
"2150671","10","10","10"
"2151122","10","10","10"
"2151427","10","10","10"
"2151902","10","10","10"
"2152582","10","10","10"
"2152962","10","10","10"
"2153162","10","10","10"
"2153292","10","10","10"
"2153480","10","10","10"
"2153539","10","10","10"
"2154133","10","10","10"
"2154416","10","10","10"
"2154698","10","10","10"
"2154886","10","10","10"
"2155003","10","10","10"
"2155366","10","10","10"
"2155649","10","10","10"
"2155784","10","10","10"
"2156816","10","10","10"
"2157067","10","10","10"
"2157195","10","10","10"
"2157832","10","10","10"
"2158041","10","10","10"
"2158284","10","10","10"
"2158379","10","10","10"
"2158434","10","10","10"
"2158545","10","10","10"
"2158725","0","0","0"
"2158854","10","10","10"
"2159160","10","10","10"
"2159683","10","10","10"
"2160257","10","10","10"
"2160580","10","10","10"
"2160812","10","10","10"
"2160905","10","10","10"
"2161352","10","10","10"
"2161685","10","10","10"
"2162176","10","10","10"
"2163018","10","10","10"
"2163080","10","10","10"
"2163400","10","10","10"
"2163720","10","10","10"
"2163797","10","10","10"
"2164054","10","10","10"
"2164101","10","10","10"
"2164175","10","10","10"
"2164224","10","10","10"
"2164319","10","10","10"
"2164440","10","10","10"
"2164545","10","10","10"
"2165279","10","10","10"
"2165317","10","10","10"
"2166089","10","10","10"
"2166280","10","10","10"
"2166528","10","10","10"
"2167074","10","10","10"
"2167386","10","10","10"
"2168198","10","10","10"
"2169014","10","10","10"
"2169993","10","10","10"
"2170194","10","10","10"
"2170394","10","10","10"
"2170518","10","10","10"
"2170651","10","10","10"
"2170957","10","10","10"
"2171850","10","10","10"
"2172616","10","10","10"
"2172706","10","10","10"
"2172928","10","10","10"
"2173634","10","10","10"
"2173766","10","10","10"
"2174747","10","10","10"
"2175234","10","10","10"
"2175818","10","10","10"
"2175878","10","10","10"
"2175941","10","10","10"
"2176520","10","10","10"
"2176601","10","10","10"
"2176704","10","10","10"
"2177123","10","10","10"
"2177544","10","10","10"
"2177619","10","10","10"
"2177733","10","10","10"
"2178126","10","10","10"
"2178255","10","10","10"
"2178371","10","10","10"
"2178471","10","10","10"
"2178562","10","10","10"
"2178712","10","10","10"
"2179854","10","10","10"
"2179983","10","10","10"
"2181063","10","10","10"
"2181204","10","10","10"
"2181403","10","10","10"
"2181650","10","10","10"
"2181696","10","10","10"
"2182208","10","10","10"
"2182400","10","10","10"
"2182480","10","10","10"
"2182614","10","10","10"
"2182921","10","10","10"
"2183954","10","10","10"
"2184074","10","10","10"
"2184402","10","10","10"
"2184847","10","10","10"
"2185106","10","10","10"
"2185306","10","10","10"
"2186240","10","10","10"
"2187138","10","10","10"
"2187274","10","10","10"
"2187344","10","10","10"
"2188055","10","10","10"
"2188182","10","10","10"
"2188265","10","10","10"
"2188354","10","10","10"
"2188736","10","10","10"
"2189059","10","10","10"
"2189642","10","10","10"
"2190249","10","10","10"
"2190471","10","10","10"
"2190723","10","10","10"
"2190809","10","10","10"
"2190998","10","10","10"
"2191089","10","10","10"
"2191234","10","10","10"
"2191465","10","10","10"
"2191697","10","10","10"
"2192137","10","10","10"
"2192770","10","10","10"
"2193037","10","10","10"
"2193558","10","10","10"
"2193991","10","10","10"
"2194695","10","10","10"
"2195277","10","10","10"
"2195412","10","10","10"
"2195559","10","10","10"
"2195779","10","10","10"
"2196290","10","10","10"
"2196391","10","10","10"
"2196518","10","10","10"
"2196685","10","10","10"
"2196892","10","10","10"
"2196946","10","10","10"
"2198093","10","10","10"
"2198625","10","10","10"
"2198783","10","10","10"
"2199318","10","10","10"
"2199438","10","10","10"
"2200128","10","10","10"
"2200583","10","10","10"
"2200739","10","10","10"
"2201348","10","10","10"
"2201664","10","10","10"
"2202258","10","10","10"
"2202561","10","10","10"
"2202778","10","10","10"
"2202901","10","10","10"
"2203235","10","10","10"
"2203739","10","10","10"
"2204247","10","10","10"
"2204418","10","10","10"
"2204612","10","10","10"
"2204686","10","10","10"
"2204877","10","10","10"
"2205041","10","10","10"
"2205184","10","10","10"
"2205311","10","10","10"
"2205380","10","10","10"
"2205703","10","10","10"
"2205826","10","10","10"
"2206146","10","10","10"
"2206915","10","10","10"
"2207246","10","10","10"
"2208340","10","10","10"
"2208525","10","10","10"
"2209092","10","10","10"
"2209362","10","10","10"
"2209986","10","10","10"
"2210120","10","10","10"
"2210240","10","10","10"
"2210319","10","10","10"
"2210681","10","10","10"
"2210701","10","10","10"
"2210894","10","10","10"
"2211975","10","10","10"
"2212121","10","10","10"
"2212676","10","10","10"
"2213170","10","10","10"
"2213552","10","10","10"
"2214217","10","10","10"
"2214418","10","10","10"
"2214799","10","10","10"
"2214918","10","10","10"
"2215697","10","10","10"
"2216452","10","10","10"
"2217030","10","10","10"
"2217376","10","10","10"
"2217544","10","10","10"
"2218204","10","10","10"
"2218244","10","10","10"
"2218386","10","10","10"
"2218450","10","10","10"
"2219821","0","0","0"
"2219848","10","10","10"
"2221788","10","10","10"
"2222103","10","10","10"
"2222600","10","10","10"
"2222919","10","10","10"
"2223557","10","10","10"
"2223885","10","10","10"
"2223988","10","10","10"
"2224131","10","10","10"
"2224406","10","10","10"
"2224469","10","10","10"
"2224534","10","10","10"
"2224931","10","10","10"
"2224968","10","10","10"
"2225187","10","10","10"
"2225580","10","10","10"
"2227288","10","10","10"
"2227545","10","10","10"
"2227716","10","10","10"
"2227912","10","10","10"
"2228202","10","10","10"
"2228771","10","10","10"
"2229079","10","10","10"
"2229372","10","10","10"
"2229447","10","10","10"
"2229963","10","10","10"
"2230423","10","10","10"
"2230998","10","10","10"
"2231395","10","10","10"
"2231941","10","10","10"
"2232403","10","10","10"
"2232545","10","10","10"
"2232642","10","10","10"
"2232774","10","10","10"
"2233062","10","10","10"
"2233284","10","10","10"
"2233376","10","10","10"
"2233945","10","10","10"
"2234149","10","10","10"
"2234560","10","10","10"
"2235317","10","10","10"
"2235461","10","10","10"
"2235600","10","10","10"
"2236111","10","10","10"
"2236183","10","10","10"
"2236420","10","10","10"
"2237281","10","10","10"
"2238105","10","10","10"
"2238152","10","10","10"
"2238354","10","10","10"
"2238593","0","0","0"
"2240847","10","10","10"
"2241223","10","10","10"
"2242494","10","10","10"
"2242948","10","10","10"
"2243137","10","10","10"
"2243473","10","10","10"
"2244185","10","10","10"
"2244754","10","10","10"
"2245280","10","10","10"
"2245313","10","10","10"
"2245380","10","10","10"
"2245637","10","10","10"
"2245720","10","10","10"
"2245789","10","10","10"
"2247018","10","10","10"
"2247052","10","10","10"
"2247534","10","10","10"
"2248004","10","10","10"
"2248795","0","0","0"
"2249032","10","10","10"
"2250008","10","10","10"
"2250185","10","10","10"
"2250777","10","10","10"
"2250823","10","10","10"
"2250888","10","10","10"
"2251076","10","10","10"
"2251522","10","10","10"
"2251908","10","10","10"
"2251990","10","10","10"
"2252160","10","10","10"
"2252298","10","10","10"
"2252792","10","10","10"
"2252802","10","10","10"
"2253063","10","10","10"
"2254214","10","10","10"
"2255234","10","10","10"
"2255617","10","10","10"
"2255946","10","10","10"
"2256273","10","10","10"
"2256990","10","10","10"
"2257985","10","10","10"
"2258170","10","10","10"
"2258222","10","10","10"
"2258393","10","10","10"
"2258434","10","10","10"
"2258892","10","10","10"
"2259338","10","10","10"
"2260790","10","10","10"
"2260997","10","10","10"
"2261253","10","10","10"
"2261641","10","10","10"
"2262638","10","10","10"
"2262759","10","10","10"
"2262820","10","10","10"
"2262981","10","10","10"
"2263364","10","10","10"
"2263515","10","10","10"
"2263758","10","10","10"
"2263897","10","10","10"
"2264388","10","10","10"
"2264603","10","10","10"
"2265295","10","10","10"
"2265669","10","10","10"
"2265794","10","10","10"
"2266310","10","10","10"
"2266526","10","10","10"
"2267018","10","10","10"
"2267407","10","10","10"
"2267584","10","10","10"
"2267879","10","10","10"
"2268035","10","10","10"
"2268288","10","10","10"
"2268515","10","10","10"
"2269646","10","10","10"
"2270169","10","10","10"
"2270464","10","10","10"
"2270808","10","10","10"
"2271468","10","10","10"
"2271693","10","10","10"
"2271959","10","10","10"
"2272003","10","10","10"
"2272069","10","10","10"
"2272517","10","10","10"
"2272854","10","10","10"
"2273011","10","10","10"
"2273605","10","10","10"
"2273728","10","10","10"
"2274691","10","10","10"
"2275013","10","10","10"
"2275093","10","10","10"
"2275458","10","10","10"
"2275915","10","10","10"
"2276363","10","10","10"
"2276416","10","10","10"
"2276555","10","10","10"
"2277378","10","10","10"
"2277865","10","10","10"
"2278016","10","10","10"
"2278656","10","10","10"
"2279076","10","10","10"
"2279306","10","10","10"
"2279871","10","10","10"
"2280275","10","10","10"
"2280461","10","10","10"
"2280913","10","10","10"
"2280965","10","10","10"
"2281197","10","10","10"
"2281542","10","10","10"
"2282054","10","10","10"
"2282114","10","10","10"
"2283162","10","10","10"
"2283274","10","10","10"
"2283814","10","10","10"
"2283856","10","10","10"
"2283943","10","10","10"
"2284371","10","10","10"
"2284539","10","10","10"
"2284728","10","10","10"
"2285013","10","10","10"
"2285105","10","10","10"
"2285195","10","10","10"
"2285699","10","10","10"
"2286541","10","10","10"
"2286777","10","10","10"
"2286806","10","10","10"
"2286916","10","10","10"
"2287060","10","10","10"
"2287118","10","10","10"
"2287232","10","10","10"
"2288014","10","10","10"
"2288329","10","10","10"
"2288468","10","10","10"
"2289098","10","10","10"
"2289674","10","10","10"
"2290892","0","0","0"
"2291732","10","10","10"
"2292137","10","10","10"
"2292416","10","10","10"
"2292678","10","10","10"
"2293186","10","10","10"
"2293892","10","10","10"
"2294146","10","10","10"
"2294934","10","10","10"
"2295104","10","10","10"
"2295232","10","10","10"
"2295298","10","10","10"
"2295494","10","10","10"
"2295706","10","10","10"
"2295892","10","10","10"
"2296834","10","10","10"
"2297713","10","10","10"
"2297792","10","10","10"
"2297958","10","10","10"
"2298114","10","10","10"
"2298239","10","10","10"
"2298572","10","10","10"
"2299043","10","10","10"
"2299457","10","10","10"
"2299606","10","10","10"
"2299705","10","10","10"
"2300609","10","10","10"
"2300713","10","10","10"
"2301362","10","10","10"
"2301448","10","10","10"
"2301527","10","10","10"
"2302047","10","10","10"
"2302348","10","10","10"
"2302435","10","10","10"
"2303268","10","10","10"
"2303560","10","10","10"
"2304553","10","10","10"
"2304664","10","10","10"
"2305241","10","10","10"
"2305480","10","10","10"
"2305806","10","10","10"
"2306057","10","10","10"
"2306127","0","0","0"
"2306625","10","10","10"
"2306921","10","10","10"
"2307267","10","10","10"
"2307880","10","10","10"
"2308104","10","10","10"
"2308238","10","10","10"
"2308312","10","10","10"
"2309953","10","10","10"
"2310222","10","10","10"
"2311049","10","10","10"
"2311313","10","10","10"
"2312452","10","10","10"
"2312856","10","10","10"
"2313164","10","10","10"
"2313868","10","10","10"
"2313987","10","10","10"
"2314439","10","10","10"
"2315688","10","10","10"
"2316108","10","10","10"
"2316291","10","10","10"
"2316505","10","10","10"
"2316615","10","10","10"
"2316889","10","10","10"
"2318984","10","10","10"
"2319123","10","10","10"
"2319260","10","10","10"
"2320833","10","10","10"
"2321102","10","10","10"
"2321276","10","10","10"
"2321298","10","10","10"
"2321503","10","10","10"
"2321556","10","10","10"
"2321867","10","10","10"
"2322066","10","10","10"
"2322253","10","10","10"
"2322900","10","10","10"
"2323032","10","10","10"
"2323265","10","10","10"
"2323541","10","10","10"
"2323857","10","10","10"
"2324551","10","10","10"
"2324867","10","10","10"
"2325117","10","10","10"
"2325697","10","10","10"
"2325785","10","10","10"
"2326033","10","10","10"
"2327297","10","10","10"
"2327432","10","10","10"
"2328208","0","0","0"
"2328595","10","10","10"
"2328718","10","10","10"
"2329185","10","10","10"
"2329746","10","10","10"
"2329931","10","10","10"
"2330308","10","10","10"
"2330758","10","10","10"
"2330887","10","10","10"
"2331392","0","0","0"
"2332544","10","10","10"
"2332802","10","10","10"
"2332874","10","10","10"
"2333505","10","10","10"
"2333573","10","10","10"
"2333845","10","10","10"
"2333928","10","10","10"
"2334081","10","10","10"
"2334171","10","10","10"
"2334469","10","10","10"
"2334528","10","10","10"
"2334618","10","10","10"
"2335003","10","10","10"
"2335105","10","10","10"
"2335629","10","10","10"
"2335886","10","10","10"
"2336146","10","10","10"
"2336512","10","10","10"
"2337152","10","10","10"
"2337512","10","10","10"
"2338123","10","10","10"
"2338265","10","10","10"
"2338373","10","10","10"
"2338630","10","10","10"
"2338887","10","10","10"
"2339072","10","10","10"
"2340674","10","10","10"
"2340953","10","10","10"
"2341126","10","10","10"
"2341259","10","10","10"
"2341413","10","10","10"
"2341472","10","10","10"
"2341679","0","0","0"
"2342219","10","10","10"
"2342404","10","10","10"
"2343045","10","10","10"
"2343197","10","10","10"
"2343301","10","10","10"
"2343555","10","10","10"
"2343780","10","10","10"
"2344343","10","10","10"
"2344512","10","10","10"
"2345942","10","10","10"
"2346459","10","10","10"
"2346818","10","10","10"
"2346902","10","10","10"
"2347106","10","10","10"
"2347138","10","10","10"
"2347469","10","10","10"
"2348674","10","10","10"
"2349002","10","10","10"
"2349184","10","10","10"
"2349400","10","10","10"
"2349767","10","10","10"
"2350668","10","10","10"
"2351314","10","10","10"
"2352009","10","10","10"
"2352074","10","10","10"
"2352962","10","10","10"
"2353156","10","10","10"
"2353362","10","10","10"
"2353604","10","10","10"
"2353986","10","10","10"
"2354446","10","10","10"
"2354887","10","10","10"
"2354978","10","10","10"
"2355075","10","10","10"
"2355334","10","10","10"
"2355658","10","10","10"
"2355829","10","10","10"
"2355917","10","10","10"
"2356953","10","10","10"
"2357187","10","10","10"
"2357986","10","10","10"
"2358175","10","10","10"
"2358645","10","10","10"
"2358656","10","10","10"
"2358852","10","10","10"
"2360159","10","10","10"
"2360280","10","10","10"
"2360786","10","10","10"
"2360835","10","10","10"
"2361043","10","10","10"
"2361137","10","10","10"
"2361173","10","10","10"
"2361713","10","10","10"
"2361811","10","10","10"
"2361859","10","10","10"
"2361994","10","10","10"
"2363328","10","10","10"
"2364454","10","10","10"
"2364852","10","10","10"
"2364880","10","10","10"
"2365014","10","10","10"
"2365059","10","10","10"
"2365278","10","10","10"
"2366428","10","10","10"
"2366495","10","10","10"
"2366537","10","10","10"
"2366632","10","10","10"
"2367360","10","10","10"
"2367602","10","10","10"
"2368220","10","10","10"
"2369068","10","10","10"
"2371458","10","10","10"
"2372110","10","10","10"
"2372370","10","10","10"
"2372675","10","10","10"
"2372944","10","10","10"
"2373194","10","10","10"
"2373262","10","10","10"
"2373577","10","10","10"
"2373836","10","10","10"
"2374672","10","10","10"
"2375427","10","10","10"
"2375953","10","10","10"
"2376116","10","10","10"
"2376239","10","10","10"
"2376588","10","10","10"
"2377119","10","10","10"
"2377246","10","10","10"
"2377730","10","10","10"
"2379300","10","10","10"
"2379329","10","10","10"
"2380337","10","10","10"
"2381187","10","10","10"
"2381450","10","10","10"
"2382918","10","10","10"
"2383175","10","10","10"
"2384522","10","10","10"
"2384674","10","10","10"
"2385164","10","10","10"
"2386626","10","10","10"
"2387036","10","10","10"
"2387761","10","10","10"
"2388041","10","10","10"
"2388392","10","10","10"
"2388443","10","10","10"
"2389006","10","10","10"
"2389271","10","10","10"
"2390018","10","10","10"
"2390754","10","10","10"
"2391174","10","10","10"
"2391300","0","0","0"
"2391386","10","10","10"
"2391434","10","10","10"
"2391558","10","10","10"
"2391818","10","10","10"
"2392016","10","10","10"
"2392197","10","10","10"
"2392387","10","10","10"
"2392502","10","10","10"
"2392578","10","10","10"
"2392678","10","10","10"
"2392915","10","10","10"
"2393395","10","10","10"
"2393482","10","10","10"
"2394143","10","10","10"
"2394188","10","10","10"
"2394474","10","10","10"
"2394566","10","10","10"
"2394689","10","10","10"
"2395802","10","10","10"
"2396184","10","10","10"
"2396649","10","10","10"
"2396769","10","10","10"
"2396907","10","10","10"
"2396995","10","10","10"
"2397196","10","10","10"
"2397343","10","10","10"
"2397397","10","10","10"
"2397954","10","10","10"
"2398406","10","10","10"
"2398593","10","10","10"
"2398790","10","10","10"
"2399171","10","10","10"
"2399507","10","10","10"
"2399740","10","10","10"
"2399873","10","10","10"
"2400153","10","10","10"
"2400706","10","10","10"
"2401311","10","10","10"
"2401994","10","10","10"
"2402049","10","10","10"
"2402276","10","10","10"
"2402501","10","10","10"
"2402969","10","10","10"
"2403077","10","10","10"
"2403366","10","10","10"
"2403922","10","10","10"
"2404149","10","10","10"
"2404421","10","10","10"
"2404487","10","10","10"
"2404547","10","10","10"
"2404881","10","10","10"
"2405290","10","10","10"
"2405827","10","10","10"
"2406092","10","10","10"
"2407488","0","0","0"
"2407761","10","10","10"
"2407875","10","10","10"
"2408286","10","10","10"
"2408478","10","10","10"
"2408526","10","10","10"
"2408664","10","10","10"
"2408947","10","10","10"
"2409219","10","10","10"
"2409316","10","10","10"
"2409670","10","10","10"
"2410182","10","10","10"
"2411072","10","10","10"
"2411166","10","10","10"
"2411367","10","10","10"
"2411749","10","10","10"
"2412370","10","10","10"
"2412547","10","10","10"
"2412770","10","10","10"
"2412928","10","10","10"
"2413285","10","10","10"
"2414085","10","10","10"
"2414921","10","10","10"
"2415135","10","10","10"
"2415246","10","10","10"
"2415326","10","10","10"
"2415445","10","10","10"
"2416200","10","10","10"
"2416451","10","10","10"
"2416579","10","10","10"
"2416898","10","10","10"
"2418228","10","10","10"
"2418635","10","10","10"
"2419026","10","10","10"
"2419075","10","10","10"
"2419238","10","10","10"
"2419397","10","10","10"
"2419935","10","10","10"
"2420139","10","10","10"
"2420558","10","10","10"
"2420744","10","10","10"
"2420812","10","10","10"
"2421292","10","10","10"
"2421346","10","10","10"
"2422154","10","10","10"
"2422499","10","10","10"
"2422551","10","10","10"
"2422622","10","10","10"
"2422659","10","10","10"
"2422920","10","10","10"
"2423045","10","10","10"
"2423327","10","10","10"
"2423498","10","10","10"
"2423668","10","10","10"
"2423782","10","10","10"
"2424834","10","10","10"
"2425026","10","10","10"
"2425265","10","10","10"
"2426377","10","10","10"
"2426496","10","10","10"
"2426646","10","10","10"
"2426735","10","10","10"
"2426787","10","10","10"
"2426885","10","10","10"
"2427080","10","10","10"
"2427415","10","10","10"
"2427843","10","10","10"
"2428050","10","10","10"
"2428166","10","10","10"
"2428429","10","10","10"
"2428675","10","10","10"
"2428847","10","10","10"
"2429187","10","10","10"
"2429350","10","10","10"
"2429379","10","10","10"
"2429519","10","10","10"
"2429655","10","10","10"
"2430226","10","10","10"
"2430664","10","10","10"
"2430740","10","10","10"
"2431819","10","10","10"
"2432322","10","10","10"
"2433227","10","10","10"
"2433750","10","10","10"
"2434312","10","10","10"
"2434903","10","10","10"
"2435074","10","10","10"
"2435264","10","10","10"
"2435394","10","10","10"
"2436099","10","10","10"
"2436721","10","10","10"
"2436775","10","10","10"
"2437510","10","10","10"
"2437579","10","10","10"
"2438326","10","10","10"
"2438594","10","10","10"
"2438796","10","10","10"
"2438925","10","10","10"
"2439104","10","10","10"
"2439247","10","10","10"
"2439809","0","0","0"
"2439899","10","10","10"
"2440461","10","10","10"
"2441542","10","10","10"
"2441741","10","10","10"
"2442050","10","10","10"
"2442218","10","10","10"
"2442304","10","10","10"
"2442589","10","10","10"
"2443209","10","10","10"
"2443666","10","10","10"
"2443968","10","10","10"
"2444162","10","10","10"
"2444232","10","10","10"
"2444639","10","10","10"
"2444878","10","10","10"
"2445072","10","10","10"
"2445457","10","10","10"
"2445806","10","10","10"
"2445900","10","10","10"
"2446381","10","10","10"
"2446603","10","10","10"
"2447217","10","10","10"
"2447797","10","10","10"
"2447936","10","10","10"
"2448257","10","10","10"
"2448437","10","10","10"
"2448643","10","10","10"
"2449246","10","10","10"
"2449670","10","10","10"
"2450033","10","10","10"
"2450851","10","10","10"
"2450887","10","10","10"
"2451338","10","10","10"
"2451596","10","10","10"
"2451843","10","10","10"
"2452225","10","10","10"
"2452609","10","10","10"
"2453132","10","10","10"
"2453232","10","10","10"
"2453569","10","10","10"
"2453731","10","10","10"
"2453776","10","10","10"
"2454693","10","10","10"
"2455259","10","10","10"
"2455716","10","10","10"
"2456032","10","10","10"
"2456241","10","10","10"
"2456536","10","10","10"
"2456648","10","10","10"
"2457083","10","10","10"
"2457283","10","10","10"
"2457348","10","10","10"
"2457862","10","10","10"
"2458103","10","10","10"
"2458374","10","10","10"
"2458659","10","10","10"
"2458892","10","10","10"
"2459282","10","10","10"
"2459621","10","10","10"
"2459723","10","10","10"
"2460035","10","10","10"
"2460178","10","10","10"
"2460877","10","10","10"
"2462180","10","10","10"
"2462752","10","10","10"
"2463029","10","10","10"
"2463302","10","10","10"
"2463499","10","10","10"
"2463628","10","10","10"
"2463748","10","10","10"
"2464267","10","10","10"
"2465131","10","10","10"
"2465384","10","10","10"
"2465532","10","10","10"
"2466244","10","10","10"
"2466497","10","10","10"
"2467050","10","10","10"
"2467545","10","10","10"
"2467752","10","10","10"
"2467908","10","10","10"
"2468345","10","10","10"
"2469899","10","10","10"
"2469973","10","10","10"
"2470275","10","10","10"
"2470727","10","10","10"
"2470849","10","10","10"
"2470919","10","10","10"
"2471018","10","10","10"
"2471560","10","10","10"
